Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand
Gylfi Sigurðsson,Everton,eng Premier League,Off_MF,29,2560,28.4,327.55488894896286,Solid Squad Player,,,,,524.8441111135527,Top Starter
Luca Siligardi,Parma,it Serie A,Off_MF,31,337,3.7,,,,,,,,
Adrien Silva,Monaco,fr Ligue 1,MF,30,1221,13.6,,,625.3598783245457,Top Starter,,,737.2984739533687,Top Starter
André Silva,Milan,it Serie A,FW,23,60,0.7,,,,,,,,
André Silva,Eint Frankfurt,de Bundesliga,FW,23,1575,17.5,803.9526933334982,World Class,,,,,429.868737871316,Top Starter
Bernardo Silva,Manchester City,eng Premier League,FW,24,2030,22.6,598.7468012502945,Top Starter,,,,,870.9827493071509,World Class
David Silva,Manchester City,eng Premier League,Off_MF,33,1826,20.3,868.7231300832959,World Class,,,,,779.1260072909491,World Class
Gabriel Silva,Saint-Étienne,fr Ligue 1,DF,28,231,2.6,,,,,,,,
Jonathan Silva,Leganés,es La Liga,DF,25,2785,30.9,,,,,436.00936377988387,Top Starter,575.0772632532926,Top Starter
Matheus Pereira da Silva,Dijon,fr Ligue 1,Off_MF,21,465,5.2,270.4125066524199,Solid Squad Player,,,,,622.3586596635371,Top Starter
Thiago Silva,Paris S-G,fr Ligue 1,DF,34,1571,17.5,,,,,661.0893858321333,Top Starter,797.0580291926,World Class
Mohamed Simakan,Strasbourg,fr Ligue 1,DF,19,1503,16.7,,,,,710.1485770718011,Top Starter,854.0845682156706,World Class
Giovanni Simeone,Cagliari,it Serie A,FW,24,2924,32.5,435.68141154709383,Top Starter,,,,,285.319575930408,Solid Squad Player
Moses Simon,Nantes,fr Ligue 1,FW,24,2177,24.2,464.5188409318594,Top Starter,,,,,573.1919911322949,Top Starter
Jack Simpson,Bournemouth,eng Premier League,DF,22,241,2.7,,,,,,,,
Sarpreet Singh,Bayern Munich,de Bundesliga,FW,20,72,0.8,,,,,,,,
Wilfried Singo,Torino,it Serie A,DF,18,132,1.5,,,,,,,,
Daley Sinkgraven,Leverkusen,de Bundesliga,DF,24,909,10.1,,,,,607.4193095039318,Top Starter,687.865814115534,Top Starter
Dimitris Siovas,Leganés,es La Liga,DF,30,1918,21.3,,,,,637.7433647041227,Top Starter,831.2649410022206,World Class
Ibrahima Sissoko,Strasbourg,fr Ligue 1,MF,21,1598,17.8,,,444.690588385962,Top Starter,,,746.6860774844403,Top Starter
Moussa Sissoko,Tottenham,eng Premier League,MF,29,2452,27.2,,,408.4326144974124,Top Starter,,,709.9174357215587,Top Starter
Sambou Sissoko,Reims,fr Ligue 1,Def_MF,20,32,0.4,,,,,,,,
Pione Sisto,Celta Vigo,es La Liga,FW,24,891,9.9,307.43019112003066,Solid Squad Player,,,,,710.2920653844467,Top Starter
Ellyes Skhiri,Köln,de Bundesliga,MF,24,2672,29.7,,,503.6763399741925,Top Starter,,,770.3306991857967,World Class
Oliver Skipp,Tottenham,eng Premier League,MF,18,77,0.9,,,,,,,,
Andreas Skov Olsen,Bologna,it Serie A,FW,19,760,8.4,274.8134218722454,Solid Squad Player,,,,,751.3373109573109,World Class
Robert Skov,Hoffenheim,de Bundesliga,DF,23,2608,29.0,,,,,413.5489774134978,Top Starter,509.7987914418539,Top Starter
Simon Skrabb,Brescia,it Serie A,FW,24,257,2.9,,,,,,,,
Milan Škriniar,Inter,it Serie A,DF,24,2627,29.2,,,,,510.03505249117364,Top Starter,642.9959973813989,Top Starter
Steven Skrzybski,Düsseldorf,de Bundesliga,FW,26,530,5.9,410.9415710664596,Top Starter,,,,,407.34225354650147,Top Starter
Petar Škuletić,Montpellier,fr Ligue 1,FW,29,106,1.2,,,,,,,,
Islam Slimani,Monaco,fr Ligue 1,FW,31,1285,14.3,876.0070246495585,World Class,,,,,470.05463400510786,Top Starter
William Smallbone,Southampton,eng Premier League,MF,19,393,4.4,,,,,,,,
Chris Smalling,Roma,it Serie A,DF,29,2566,28.5,,,,,651.1760317730796,Top Starter,769.3230917001282,World Class
Adam Smith,Bournemouth,eng Premier League,DF,28,2055,22.8,,,,,590.8213993118237,Top Starter,645.2981960559448,Top Starter
Emile Smith Rowe,Arsenal,eng Premier League,MF,19,97,1.1,,,,,,,,
Fyodor Smolov,Celta Vigo,es La Liga,FW,29,743,8.3,282.87729279933393,Solid Squad Player,,,,,368.58737637728143,Solid Squad Player
Robert Snodgrass,West Ham,eng Premier League,Off_MF,31,1509,16.8,641.6948050365784,Top Starter,,,,,579.6628420184809,Top Starter
Cédric Soares,Arsenal,eng Premier League,MF,27,249,2.8,,,,,,,,
Cédric Soares,Southampton,eng Premier League,DF,27,1306,14.5,,,,,679.9096331060223,Top Starter,655.8116140060549,Top Starter
Rafa Soares,Eibar,es La Liga,DF,24,435,4.8,,,,,,,,
Lasse Sobiech,Köln,de Bundesliga,DF,28,90,1.0,,,,,,,,
Marcel Sobottka,Düsseldorf,de Bundesliga,MF,25,701,7.8,,,321.62022830247935,Solid Squad Player,,,466.9558152755457,Top Starter
Rubén Sobrino,Valencia,es La Liga,FW,27,170,1.9,,,,,,,,
Dominic Solanke,Bournemouth,eng Premier League,FW,21,1651,18.3,286.46782931663404,Solid Squad Player,,,,,518.1444536418072,Top Starter
Roberto Soldado,Granada,es La Liga,FW,34,2347,26.1,342.5037453007988,Solid Squad Player,,,,,279.8674595675701,Solid Squad Player
Carlos Soler,Valencia,es La Liga,MF,22,2066,23.0,,,303.0117262861706,Solid Squad Player,,,419.8166924473741,Top Starter
Oumar Solet,Lyon,fr Ligue 1,DF,19,9,0.1,,,,,,,,
Bruno Soriano,Villarreal,es La Liga,MF,35,263,2.9,,,,,,,,
Roberto Soriano,Bologna,it Serie A,Off_MF,28,2469,27.4,550.0173357504377,Top Starter,,,,,677.6464006073936,Top Starter
Riccardo Sottil,Fiorentina,it Serie A,FW,20,514,5.7,173.79991869155955,Below Big-5 Level,,,,,634.3151730849295,Top Starter
Tomáš Souček,West Ham,eng Premier League,MF,24,1040,11.6,,,339.900231340699,Solid Squad Player,,,639.6057160010813,Top Starter
Adama Soumaoro,Genoa,it Serie A,DF,27,637,7.1,,,,,588.0452448114,Top Starter,661.6773287262034,Top Starter
Adama Soumaoro,Lille,fr Ligue 1,DF,27,415,4.6,,,,,,,,
Boubakary Soumaré,Lille,fr Ligue 1,MF,20,1213,13.5,,,400.07492724720595,Top Starter,,,712.6748525913107,Top Starter
Bryan Soumaré,Dijon,fr Ligue 1,Off_MF,20,384,4.3,,,,,,,,
Arnaud Souquet,Montpellier,fr Ligue 1,DF,27,2016,22.4,,,,,554.2313367922503,Top Starter,696.4467554045622,Top Starter
Djibril Sow,Eint Frankfurt,de Bundesliga,MF,22,1746,19.4,,,663.932922502611,Top Starter,,,723.312081566087,Top Starter
Çağlar Söyüncü,Leicester City,eng Premier League,DF,23,3036,33.7,,,,,678.2097905886844,Top Starter,879.2217671030006,World Class
Nikolas Špalek,Brescia,it Serie A,Off_MF,22,1579,17.5,310.28680411783745,Solid Squad Player,,,,,489.8059117520221,Top Starter
Leonardo Spinazzola,Roma,it Serie A,DF,26,1548,17.2,,,,,477.5633526248441,Top Starter,622.1214975472162,Top Starter
Mattia Sprocati,Parma,it Serie A,FW,26,590,6.6,234.30313002505517,Solid Squad Player,,,,,533.1262771719094,Top Starter
Bassem Srarfi,Nice,fr Ligue 1,FW,22,133,1.5,,,,,,,,
Dennis Srbeny,Norwich City,eng Premier League,Off_MF,25,47,0.5,,,,,,,,
Dennis Srbeny,Paderborn 07,de Bundesliga,FW,25,1119,12.4,419.17172885039656,Top Starter,,,,,336.71836843664823,Solid Squad Player
Jerry St. Juste,Mainz 05,de Bundesliga,DF,22,2113,23.5,,,,,700.7412222429904,Top Starter,804.2953381213637,World Class
Jack Stacey,Bournemouth,eng Premier League,DF,23,1549,17.2,,,,,528.3254136793048,Top Starter,611.1626427487658,Top Starter
Kostas Stafylidis,Hoffenheim,de Bundesliga,DF,25,398,4.4,,,,,,,,
Benjamin Stambouli,Schalke 04,de Bundesliga,DF,28,810,9.0,,,,,795.9228781501354,World Class,782.8578067806069,World Class
Junior Stanislas,Bournemouth,eng Premier League,Off_MF,29,712,7.9,417.10834404162745,Top Starter,,,,,631.8685097617991,Top Starter
Niklas Stark,Hertha BSC,de Bundesliga,DF,24,1731,19.2,,,,,620.4834992558517,Top Starter,610.9490276715295,Top Starter
Renato Steffen,Wolfsburg,de Bundesliga,Off_MF,27,1585,17.6,599.304274828532,Top Starter,,,,,662.8616106085459,Top Starter
Dale Stephens,Brighton,eng Premier League,MF,30,2530,28.1,,,409.15734688332657,Top Starter,,,749.201060248167,Top Starter
Jack Stephens,Southampton,eng Premier League,DF,25,2451,27.2,,,,,616.8655514755416,Top Starter,665.2589012350655,Top Starter
Mariusz Stępiński,Hellas Verona,it Serie A,FW,24,706,7.8,442.1967814144523,Top Starter,,,,,343.4753995786838,Solid Squad Player
Raheem Sterling,Manchester City,eng Premier League,FW,24,2651,29.5,778.098877212064,World Class,,,,,682.8020608600474,Top Starter
Enda Stevens,Sheffield Utd,eng Premier League,DF,29,3345,37.2,,,,,485.0587743145798,Top Starter,649.7863307210403,Top Starter
Marco Stiepermann,Norwich City,eng Premier League,Off_MF,28,1180,13.1,183.49949030756946,Below Big-5 Level,,,,,550.1602623915239,Top Starter
Lars Stindl,Gladbach,de Bundesliga,MF,30,1432,15.9,,,725.9605748641337,Top Starter,,,584.646204867486,Top Starter
Kevin Stöger,Düsseldorf,de Bundesliga,MF,25,1268,14.1,,,785.5932079954862,World Class,,,713.5589005897962,Top Starter
Vlatko Stojanovski,Nîmes,fr Ligue 1,FW,22,123,1.4,,,,,,,,
John Stones,Manchester City,eng Premier League,DF,25,1122,12.5,,,,,494.26702298464306,Top Starter,819.2111368909511,World Class
Gabriel Strefezza,SPAL,it Serie A,DF,22,2110,23.4,,,,,527.5431013095869,Top Starter,587.2354056023115,Top Starter
Tobias Strobl,Gladbach,de Bundesliga,Def_MF,29,615,6.8,,,,,616.4327637928786,Top Starter,746.8289529127406,Top Starter
Christian Strohdiek,Paderborn 07,de Bundesliga,DF,31,1363,15.1,,,,,758.172696796935,World Class,703.1622917827442,Top Starter
Kevin Strootman,Marseille,fr Ligue 1,MF,29,1416,15.7,,,598.4941901071645,Top Starter,,,777.1864426274202,World Class
Jens Stryger Larsen,Udinese,it Serie A,DF,28,2789,31.0,,,,,353.4549482399534,Solid Squad Player,432.528011877898,Top Starter
Stefano Sturaro,Genoa,it Serie A,MF,26,1252,13.9,,,489.92247862760144,Top Starter,,,649.8939750398002,Top Starter
Damián Suárez,Getafe,es La Liga,DF,31,2592,28.8,,,,,476.3553999016776,Top Starter,597.3032148756798,Top Starter
Denis Suárez,Celta Vigo,es La Liga,Off_MF,25,1630,18.1,552.2602846990148,Top Starter,,,,,755.6778287737308,World Class
Luis Suárez,Barcelona,es La Liga,FW,32,1998,22.2,819.563596808179,World Class,,,,,307.92714801886797,Solid Squad Player
Mathías Suárez,Montpellier,fr Ligue 1,DF,23,60,0.7,,,,,,,,
Neven Subotić,Union Berlin,de Bundesliga,DF,30,1965,21.8,,,,,568.1138688284079,Top Starter,731.9158153907628,Top Starter
Isaac Success,Watford,eng Premier League,FW,23,70,0.8,,,,,,,,
Marek Suchý,Augsburg,de Bundesliga,DF,31,397,4.4,,,,,,,,
Niklas Süle,Bayern Munich,de Bundesliga,DF,23,641,7.1,,,,,628.1233866365925,Top Starter,768.3531886515449,World Class
Ki Sung-yueng,Newcastle Utd,eng Premier League,MF,30,137,1.5,,,,,,,,
Ki Sung-yueng,Mallorca,es La Liga,Def_MF,30,9,0.1,,,,,,,,
Stoppila Sunzu,Metz,fr Ligue 1,DF,30,1352,15.0,,,,,568.4484242383962,Top Starter,571.487353088951,Top Starter
Andrew Surman,Bournemouth,eng Premier League,Def_MF,32,235,2.6,,,,,,,,
Sam Surridge,Bournemouth,eng Premier League,FW,21,27,0.3,,,,,,,,
Suso,Milan,it Serie A,FW,25,1359,15.1,341.9733571877176,Solid Squad Player,,,,,648.8435430529321,Top Starter
Suso,Sevilla,es La Liga,FW,25,785,8.7,333.12089201381394,Solid Squad Player,,,,,570.5260907216835,Top Starter
Bosko Sutalo,Atalanta,it Serie A,DF,19,280,3.1,,,,,,,,
Markus Suttner,Düsseldorf,de Bundesliga,DF,32,1339,14.9,,,,,549.1587941924411,Top Starter,623.4796123383753,Top Starter
Mattias Svanberg,Bologna,it Serie A,Off_MF,20,1051,11.7,381.76614841255537,Solid Squad Player,,,,,557.36020311028,Top Starter
Issiaga Sylla,Toulouse,fr Ligue 1,DF,25,2520,28.0,,,,,737.0647084319461,Top Starter,908.2974679229021,Exceptional
Moussa Sylla,Monaco,fr Ligue 1,FW,19,10,0.1,,,,,,,,
Eddy Sylvestre,Nice,fr Ligue 1,Off_MF,19,37,0.4,,,,,,,,
Ádám Szalai,Mainz 05,de Bundesliga,FW,31,1147,12.7,284.00187202995517,Solid Squad Player,,,,,395.6661388326119,Solid Squad Player
Andrea Tabanelli,Lecce,it Serie A,MF,29,964,10.7,,,342.6323520181558,Solid Squad Player,,,673.3075706187926,Top Starter
Tachi,Alavés,es La Liga,DF,21,238,2.6,,,,,,,,
Panagiotis Tachtsidis,Lecce,it Serie A,MF,28,2003,22.3,,,553.001947001238,Top Starter,,,811.898757339533,World Class
Jonathan Tah,Leverkusen,de Bundesliga,DF,23,2092,23.2,,,,,675.3078099011923,Top Starter,878.4787227422638,World Class
Flavien Tait,Rennes,fr Ligue 1,Off_MF,26,885,9.8,537.8685273127622,Top Starter,,,,,782.456860771947,World Class
Madih Talal,Amiens,fr Ligue 1,FW,21,20,0.2,,,,,,,,
Adrien Tameze,Atalanta,it Serie A,MF,25,211,2.3,,,,,,,,
Adrien Tameze,Nice,fr Ligue 1,MF,25,519,5.8,,,433.14677895505463,Top Starter,,,500.2049624079097,Top Starter
Japhet Tanganga,Tottenham,eng Premier League,DF,20,525,5.8,,,,,748.9302068531381,Top Starter,838.9783995540276,World Class
Adil Taoui,Toulouse,fr Ligue 1,Off_MF,17,25,0.3,,,,,,,,
Edmond Tapsoba,Leverkusen,de Bundesliga,DF,20,1058,11.8,,,,,596.3554463451997,Top Starter,781.9791634805988,World Class
Matt Targett,Aston Villa,eng Premier League,DF,23,2291,25.5,,,,,645.1288757645478,Top Starter,689.636026295034,Top Starter
Rodrigo Tarín,Leganés,es La Liga,DF,23,951,10.6,,,,,419.77894051997754,Top Starter,409.28876403868253,Top Starter
James Tarkowski,Burnley,eng Premier League,DF,26,3420,38.0,,,,,712.0137031361356,Top Starter,744.7555738821213,Top Starter
Júlio Tavares,Dijon,fr Ligue 1,FW,30,1997,22.2,342.84962613135997,Solid Squad Player,,,,,334.19110983827676,Solid Squad Player
Charlie Taylor,Burnley,eng Premier League,DF,25,1945,21.6,,,,,604.0473813695697,Top Starter,703.1916053872737,Top Starter
Neil Taylor,Aston Villa,eng Premier League,DF,30,1091,12.1,,,,,607.308894103687,Top Starter,529.3682127111309,Top Starter
Aurélien Tchouaméni,Bordeaux,fr Ligue 1,MF,19,1110,12.3,,,408.7753964526183,Top Starter,,,775.034362969024,World Class
Aurélien Tchouaméni,Monaco,fr Ligue 1,MF,19,65,0.7,,,,,,,,
Georg Teigl,Augsburg,de Bundesliga,DF,28,111,1.2,,,,,,,,
Álvaro Tejero,Eibar,es La Liga,DF,23,1447,16.1,,,,,602.7366341825202,Top Starter,674.1457773728986,Top Starter
Bernard Tekpetey,Düsseldorf,de Bundesliga,FW,21,448,5.0,229.84754667417207,Solid Squad Player,,,,,507.65634147541004,Top Starter
Cristian Tello,Betis,es La Liga,Off_MF,27,787,8.7,364.933132508953,Solid Squad Player,,,,,662.679595454553,Top Starter
Lino Tempelmann,Freiburg,de Bundesliga,Def_MF,20,33,0.4,,,,,,,,
Łukasz Teodorczyk,Udinese,it Serie A,FW,28,222,2.5,,,,,,,,
Hidde ter Avest,Udinese,it Serie A,DF,22,686,7.6,,,,,542.6092545337548,Top Starter,601.4873161967023,Top Starter
Simon Terodde,Köln,de Bundesliga,FW,31,813,9.0,517.1251091529729,Top Starter,,,,,324.88476362271996,Solid Squad Player
Martin Terrier,Lyon,fr Ligue 1,FW,22,1198,13.3,266.5253382216067,Solid Squad Player,,,,,541.1243589485091,Top Starter
Aleksa Terzić,Fiorentina,it Serie A,MF,19,8,0.1,,,,,,,,
Kenny Tete,Lyon,fr Ligue 1,DF,23,1072,11.9,,,,,716.3604677942462,Top Starter,779.5813192958354,World Class
Alexander Tettey,Norwich City,eng Premier League,Def_MF,33,2338,26.0,,,,,614.5832216563923,Top Starter,693.744372630571,Top Starter
Florian Thauvin,Marseille,fr Ligue 1,FW,26,22,0.2,,,,,,,,
Malick Thiaw,Schalke 04,de Bundesliga,DF,17,76,0.8,,,,,,,,
Jan Thielmann,Köln,de Bundesliga,FW,17,554,6.2,140.8982716408063,Below Big-5 Level,,,,,493.10135153218954,Top Starter
Sada Thioub,Angers,fr Ligue 1,Off_MF,24,1508,16.8,357.66443503350024,Solid Squad Player,,,,,665.6408410156814,Top Starter
Luke Thomas,Leicester City,eng Premier League,Off_MF,18,267,3.0,,,,,,,,
Romain Thomas,Angers,fr Ligue 1,DF,31,2340,26.0,,,,,595.1947239913138,Top Starter,661.0532844118347,Top Starter
Adrien Thomasson,Strasbourg,fr Ligue 1,Off_MF,25,2072,23.0,538.5559285277819,Top Starter,,,,,625.5102711539681,Top Starter
Erik Thommy,Düsseldorf,de Bundesliga,Off_MF,24,2259,25.1,545.4771834352928,Top Starter,,,,,656.4246931589572,Top Starter
Morten Thorsby,Sampdoria,it Serie A,MF,23,1865,20.7,,,393.08417847144057,Solid Squad Player,,,650.6394745750124,Top Starter
Khéphren Thuram,Nice,fr Ligue 1,MF,18,590,6.6,,,276.57400801364804,Solid Squad Player,,,745.8633204926157,Top Starter
Marcus Thuram,Gladbach,de Bundesliga,FW,21,2202,24.5,674.039553252291,Top Starter,,,,,622.9780964599263,Top Starter
Youri Tielemans,Leicester City,eng Premier League,MF,22,2828,31.4,,,715.179673241829,Top Starter,,,685.7320757458571,Top Starter
Kieran Tierney,Arsenal,eng Premier League,DF,22,989,11.0,,,,,542.0281959789459,Top Starter,588.1359655725773,Top Starter
Cheick Timite,Amiens,fr Ligue 1,MF,21,115,1.3,,,,,,,,
David Timor,Getafe,es La Liga,MF,29,943,10.5,,,329.5345353539794,Solid Squad Player,,,532.6404747771551,Top Starter
Marcel Tisserand,Wolfsburg,de Bundesliga,DF,26,1204,13.4,,,,,640.1945930206925,Top Starter,905.5777128421352,Exceptional
Jean-Clair Todibo,Barcelona,es La Liga,DF,19,77,0.9,,,,,,,,
Jean-Clair Todibo,Schalke 04,de Bundesliga,DF,19,365,4.1,,,,,,,,
Karl Toko Ekambi,Villarreal,es La Liga,FW,26,993,11.0,695.0663348285076,Top Starter,,,,,342.5709412292329,Solid Squad Player
Karl Toko Ekambi,Lyon,fr Ligue 1,FW,26,538,6.0,555.2759675824691,Top Starter,,,,,522.1160626093767,Top Starter
Corentin Tolisso,Bayern Munich,de Bundesliga,MF,24,638,7.1,,,847.4736309603244,World Class,,,749.5189519564425,Top Starter
Jeremy Toljan,Sassuolo,it Serie A,DF,24,2186,24.3,,,,,465.66837334679377,Top Starter,532.8243038700726,Top Starter
Rafael Tolói,Atalanta,it Serie A,DF,28,2608,29.0,,,,,627.8054093590318,Top Starter,787.4314350420218,World Class
Raúl de Tomás,Espanyol,es La Liga,FW,24,1075,11.9,334.31332220259554,Solid Squad Player,,,,,428.0892029807069,Top Starter
Takehiro Tomiyasu,Bologna,it Serie A,DF,20,2528,28.1,,,,,641.1649940729062,Top Starter,757.2285424374113,World Class
James Tomkins,Crystal Palace,eng Premier League,DF,30,1582,17.6,,,,,581.7910683766895,Top Starter,718.7387373974234,Top Starter
Fikayo Tomori,Chelsea,eng Premier League,DF,21,1291,14.3,,,,,680.5659209965348,Top Starter,881.7021525064835,World Class
Nenad Tomović,SPAL,it Serie A,DF,31,1755,19.5,,,,,667.2843891506055,Top Starter,567.2861454626549,Top Starter
Sandro Tonali,Brescia,it Serie A,MF,19,3014,33.5,,,724.2367290176372,Top Starter,,,614.7532436131995,Top Starter
Lorenzo Tonelli,Sampdoria,it Serie A,DF,29,702,7.8,,,,,535.2764214465168,Top Starter,608.7457670363026,Top Starter
Toño,Levante,es La Liga,DF,29,1589,17.7,,,,,452.6731400940535,Top Starter,621.6401351549339,Top Starter
Ömer Toprak,Werder Bremen,de Bundesliga,DF,30,715,7.9,,,,,563.4027001536871,Top Starter,800.4857187666859,World Class
Ernesto Torregrossa,Brescia,it Serie A,FW,27,1844,20.5,414.74683286961476,Top Starter,,,,,462.1820913034451,Top Starter
Lucas Torreira,Arsenal,eng Premier League,MF,23,1512,16.8,,,443.68472795129645,Top Starter,,,739.3081195446935,Top Starter
Ferrán Torres,Valencia,es La Liga,Off_MF,19,2251,25.0,469.12726439050635,Top Starter,,,,,614.6300285105114,Top Starter
Óliver Torres,Sevilla,es La Liga,MF,24,1596,17.7,,,746.7291059523712,Top Starter,,,744.2534843456195,Top Starter
Pau Torres,Villarreal,es La Liga,DF,22,2971,33.0,,,,,562.1322566279293,Top Starter,668.2310810375,Top Starter
Roberto Torres,Osasuna,es La Liga,Off_MF,30,2717,30.2,460.3327713895893,Top Starter,,,,,519.8856926976958,Top Starter
Lucas Torró,Eint Frankfurt,de Bundesliga,MF,25,331,3.7,,,,,,,,
Jordan Torunarigha,Hertha BSC,de Bundesliga,DF,21,1462,16.2,,,,,777.3928394955846,World Class,797.4516344701549,World Class
Cenk Tosun,Crystal Palace,eng Premier League,FW,28,177,2.0,,,,,,,,
Cenk Tosun,Everton,eng Premier League,FW,28,291,3.2,,,,,,,,
Abdoulaye Touré,Nantes,fr Ligue 1,MF,25,2221,24.7,,,382.63876790189977,Solid Squad Player,,,697.4083767988237,Top Starter
Almamy Touré,Eint Frankfurt,de Bundesliga,DF,23,1491,16.6,,,,,588.7523429656547,Top Starter,767.097602493038,World Class
Lucas Tousart,Lyon,fr Ligue 1,MF,22,1763,19.6,,,461.80517033651137,Top Starter,,,816.5104221743585,World Class
Andros Townsend,Crystal Palace,eng Premier League,FW,28,1294,14.4,202.32386829716552,Solid Squad Player,,,,,652.733101334208,Top Starter
Aleksandar Trajkovski,Mallorca,es La Liga,Off_MF,26,330,3.7,,,,,,,,
Adama Traoré,Wolves,eng Premier League,FW,23,2605,28.9,435.5910659235887,Top Starter,,,,,718.1616554831643,Top Starter
Adama Traoré,Metz,fr Ligue 1,FW,24,1007,11.2,439.2666543982333,Top Starter,,,,,531.3928236258869,Top Starter
Adama Traoré,Monaco,fr Ligue 1,MF,24,25,0.3,,,,,,,,
Bertrand Traoré,Lyon,fr Ligue 1,FW,23,1253,13.9,391.2364706515763,Solid Squad Player,,,,,653.9003702164379,Top Starter
Charles Traore,Nantes,fr Ligue 1,DF,27,1738,19.3,,,,,746.7805007610821,Top Starter,787.5280513997285,World Class
Hamari Traoré,Rennes,fr Ligue 1,DF,27,2411,26.8,,,,,590.6080680566474,Top Starter,781.8995317434287,World Class
Ibrahima Traoré,Gladbach,de Bundesliga,FW,31,152,1.7,,,,,,,,
Ismaël Traoré,Angers,fr Ligue 1,DF,32,2052,22.8,,,,,489.0469664740207,Top Starter,610.4375375506264,Top Starter
Miguel Trauco,Saint-Étienne,fr Ligue 1,DF,26,1476,16.4,,,,,517.0202450764064,Top Starter,654.7338637361287,Top Starter
Luca Tremolada,Brescia,it Serie A,Off_MF,27,15,0.2,,,,,,,,
Trézéguet,Aston Villa,eng Premier League,FW,24,1950,21.7,349.2781146081856,Solid Squad Player,,,,,521.2088865942925,Top Starter
Manu Trigueros,Villarreal,es La Liga,MF,27,1547,17.2,,,757.1039016337402,World Class,,,609.1435236719516,Top Starter
Christopher Trimmel,Union Berlin,de Bundesliga,DF,32,2863,31.8,,,,,602.7249425453977,Top Starter,687.1013092180109,Top Starter
Alessandro Tripaldelli,Sassuolo,it Serie A,DF,20,135,1.5,,,,,,,,
Kieran Trippier,Atlético Madrid,es La Liga,DF,28,1979,22.0,,,,,622.576387059656,Top Starter,694.806592231869,Top Starter
William Troost-Ekong,Udinese,it Serie A,DF,25,2576,28.6,,,,,568.0475620445537,Top Starter,587.2200391531285,Top Starter
Leandro Trossard,Brighton,eng Premier League,FW,24,2011,22.3,440.2808846643969,Top Starter,,,,,554.7998630746364,Top Starter
