Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand
Cristian Benavente,Nantes,fr Ligue 1,Off_MF,25,349,3.9,,,,,,,,
Lars Bender,Leverkusen,de Bundesliga,DF,30,1373,15.3,,,,,765.0802624563362,World Class,824.5294075888404,World Class
Sven Bender,Leverkusen,de Bundesliga,DF,30,2726,30.3,,,,,721.0101743940651,Top Starter,931.0712083556438,Exceptional
Darío Benedetto,Marseille,fr Ligue 1,FW,29,2101,23.3,485.1115391383001,Top Starter,,,,,270.0124552796132,Solid Squad Player
László Bénes,Gladbach,de Bundesliga,Off_MF,21,898,10.0,596.9207916817214,Top Starter,,,,,650.0809042761954,Top Starter
Loris Benito,Bordeaux,fr Ligue 1,DF,27,1896,21.1,,,,,588.005829760072,Top Starter,750.1471960726126,World Class
Bilal Benkhedim,Saint-Étienne,fr Ligue 1,MF,18,132,1.5,,,,,,,,
Ismaël Bennacer,Milan,it Serie A,MF,21,2485,27.6,,,509.1227460398791,Top Starter,,,858.3889433834876,World Class
Ryan Bennett,Wolves,eng Premier League,DF,29,606,6.7,,,,,557.6688321828541,Top Starter,620.0115747648305,Top Starter
Ryan Bennett,Leicester City,eng Premier League,DF,29,331,3.7,,,,,,,,
Yassine Benrahou,Bordeaux,fr Ligue 1,FW,20,168,1.9,,,,,,,,
Yassine Benrahou,Nîmes,fr Ligue 1,Off_MF,20,762,8.5,716.5877882328168,Top Starter,,,,,589.7142026158232,Top Starter
Ramy Bensebaini,Gladbach,de Bundesliga,DF,24,1448,16.1,,,,,672.6961246240925,Top Starter,891.2233318661602,World Class
Nabil Bentaleb,Newcastle Utd,eng Premier League,MF,24,751,8.3,,,320.44597431659014,Solid Squad Player,,,705.9635849594235,Top Starter
Rodrigo Bentancur,Juventus,it Serie A,MF,22,2196,24.4,,,722.411746031125,Top Starter,,,820.77622538948,World Class
Christian Benteke,Crystal Palace,eng Premier League,FW,28,1261,14.0,356.1158526715802,Solid Squad Player,,,,,362.2020290430846,Solid Squad Player
Romario Benzar,Lecce,it Serie A,DF,27,97,1.1,,,,,,,,
Karim Benzema,Real Madrid,es La Liga,FW,31,3141,34.9,708.977330445568,Top Starter,,,,,454.00448102269644,Top Starter
Yassine Benzia,Dijon,fr Ligue 1,MF,24,173,1.9,,,,,,,,
Domenico Berardi,Sassuolo,it Serie A,FW,24,2493,27.7,715.9625291981027,Top Starter,,,,,645.3188490656754,Top Starter
Yuri Berchiche,Athletic Club,es La Liga,DF,29,2850,31.7,,,,,499.7765224310093,Top Starter,696.8472015765407,Top Starter
Álex Berenguer,Torino,it Serie A,Off_MF,24,1823,20.3,565.6129109136549,Top Starter,,,,,725.3334945592214,Top Starter
Bartosz Bereszyński,Sampdoria,it Serie A,DF,27,2402,26.7,,,,,646.0774869337678,Top Starter,665.2604382400311,Top Starter
Jóhann Berg Guðmundsson,Burnley,eng Premier League,Off_MF,28,621,6.9,386.30174619858565,Solid Squad Player,,,,,488.4114824358674,Top Starter
Markel Bergara,Getafe,es La Liga,Off_MF,33,72,0.8,,,,,,,,
Sander Berge,Sheffield Utd,eng Premier League,Off_MF,21,943,10.5,242.71647470883386,Solid Squad Player,,,,,638.6173415937789,Top Starter
Steven Bergwijn,Tottenham,eng Premier League,FW,21,704,7.8,460.0106668753967,Top Starter,,,,,596.8828631693508,Top Starter
Robert Berić,Saint-Étienne,fr Ligue 1,FW,28,413,4.6,,,,,,,,
Valon Berisha,Lazio,it Serie A,Def_MF,26,33,0.4,,,,,,,,
Valon Berisha,Düsseldorf,de Bundesliga,MF,26,941,10.5,,,425.27588649953697,Top Starter,,,483.01586280881753,Top Starter
Sergio Bermejo,Celta Vigo,es La Liga,MF,21,5,0.1,,,,,,,,
Bernard,Everton,eng Premier League,Off_MF,26,1280,14.2,495.30668370562984,Top Starter,,,,,725.3063671641897,Top Starter
Federico Bernardeschi,Juventus,it Serie A,Off_MF,25,1571,17.5,397.86917871219157,Solid Squad Player,,,,,535.157992752704,Top Starter
Bernardo,Brighton,eng Premier League,DF,24,679,7.5,,,,,637.6951567957295,Top Starter,932.0318031316515,Exceptional
Juan Bernat,Paris S-G,fr Ligue 1,DF,26,1388,15.4,,,,,550.6212175249806,Top Starter,642.9550057386518,Top Starter
Andrea Bertolacci,Sampdoria,it Serie A,MF,28,534,5.9,,,260.3446410968585,Solid Squad Player,,,570.873926753899,Top Starter
Ryan Bertrand,Southampton,eng Premier League,DF,29,2742,30.5,,,,,475.3668712811945,Top Starter,618.7300054540311,Top Starter
Muhamed Bešić,Sheffield Utd,eng Premier League,MF,26,250,2.8,,,,,,,,
Jordan Beyer,Gladbach,de Bundesliga,DF,19,110,1.2,,,,,,,,
Ermin Bičakčić,Hoffenheim,de Bundesliga,DF,29,1176,13.1,,,,,612.9044673087875,Top Starter,754.0110486444073,World Class
Pedro Bigas,Eibar,es La Liga,DF,28,1777,19.7,,,,,531.3458695998671,Top Starter,698.9819477791266,Top Starter
Lucas Biglia,Milan,it Serie A,MF,33,685,7.6,,,429.3893812112973,Top Starter,,,714.6264772011176,Top Starter
El Bilal Touré,Reims,fr Ligue 1,FW,17,453,5.0,303.04127245303727,Solid Squad Player,,,,,253.7511597491958,Solid Squad Player
Philip Billing,Bournemouth,eng Premier League,MF,23,2530,28.1,,,401.85110922786083,Top Starter,,,793.3078831711598,World Class
Cristiano Biraghi,Inter,it Serie A,DF,26,1576,17.5,,,,,369.826340937903,Solid Squad Player,417.82885735107243,Top Starter
Davide Biraschi,Genoa,it Serie A,DF,25,1971,21.9,,,,,585.4736544722497,Top Starter,703.0865121691629,Top Starter
Valter Birsa,Cagliari,it Serie A,MF,32,430,4.8,,,,,,,,
Dimitri Bisoli,Brescia,it Serie A,Off_MF,25,2152,23.9,220.72112478736625,Solid Squad Player,,,,,609.7796086732715,Top Starter
Yves Bissouma,Brighton,eng Premier League,MF,22,1259,14.0,,,392.331879577305,Solid Squad Player,,,803.6644884851293,World Class
Leonardo Bittencourt,Werder Bremen,de Bundesliga,FW,25,1889,21.0,335.35292536840524,Solid Squad Player,,,,,668.3274158707385,Top Starter
Birkir Bjarnason,Brescia,it Serie A,MF,31,798,8.9,,,415.5651073207236,Top Starter,,,470.1296003201864,Top Starter
Ludovic Blas,Nantes,fr Ligue 1,FW,21,1845,20.5,362.4973883374548,Solid Squad Player,,,,,600.2355287320065,Top Starter
Pablo de Blasis,Eibar,es La Liga,DF,31,1604,17.8,,,,,593.0822424755077,Top Starter,710.8643952397769,Top Starter
Alexis Blin,Amiens,fr Ligue 1,MF,22,1841,20.5,,,317.8534603460652,Solid Squad Player,,,644.4967019857388,Top Starter
Jérôme Boateng,Bayern Munich,de Bundesliga,DF,30,1796,20.0,,,,,625.4466839910032,Top Starter,763.172108522425,World Class
Kevin-Prince Boateng,Fiorentina,it Serie A,FW,32,599,6.7,238.71438774862833,Solid Squad Player,,,,,344.93623291132457,Solid Squad Player
Antonin Bobichon,Nîmes,fr Ligue 1,Off_MF,23,180,2.0,,,,,,,,
Antonin Bobichon,Angers,fr Ligue 1,Off_MF,23,649,7.2,481.46742141020854,Top Starter,,,,,542.543963057229,Top Starter
Salvatore Bocchetti,Hellas Verona,it Serie A,DF,32,303,3.4,,,,,,,,
Mathieu Bodmer,Amiens,fr Ligue 1,MF,36,88,1.0,,,,,,,,
Adam Bodzek,Düsseldorf,de Bundesliga,Def_MF,33,2015,22.4,,,,,572.3446903706051,Top Starter,624.4286118321043,Top Starter
Jean-Paul Boëtius,Mainz 05,de Bundesliga,MF,25,2266,25.2,,,722.5555900716183,Top Starter,,,692.0741568630039,Top Starter
Sacha Boey,Rennes,fr Ligue 1,DF,18,172,1.9,,,,,,,,
Jeremie Boga,Sassuolo,it Serie A,FW,22,2513,27.9,470.22746109932774,Top Starter,,,,,644.0565609042108,Top Starter
Melayro Bogarde,Hoffenheim,de Bundesliga,DF,17,51,0.6,,,,,,,,
Quentin Boisgard,Toulouse,fr Ligue 1,MF,22,1146,12.7,,,552.5768658450024,Top Starter,,,712.8439442758859,Top Starter
Willy Boly,Wolves,eng Premier League,DF,28,1979,22.0,,,,,743.4151498315255,Top Starter,866.718819172718,World Class
Giacomo Bonaventura,Milan,it Serie A,Off_MF,29,1338,14.9,632.43923228489,Top Starter,,,,,607.7968504063765,Top Starter
Federico Bonazzoli,Sampdoria,it Serie A,FW,22,744,8.3,661.3072611300819,Top Starter,,,,,518.5161244397677,Top Starter
Gaëtan Bong,Brighton,eng Premier League,DF,31,59,0.7,,,,,,,,
Kevin Bonifazi,Torino,it Serie A,DF,23,247,2.7,,,,,,,,
Kevin Bonifazi,SPAL,it Serie A,DF,23,1191,13.2,,,,,689.9308558631615,Top Starter,833.2306607233438,World Class
Federico Bonini,Bologna,it Serie A,DF,17,7,0.1,,,,,,,,
Leonardo Bonucci,Juventus,it Serie A,DF,32,3082,34.2,,,,,488.4887248265564,Top Starter,590.7845262681517,Top Starter
Fabio Borini,Hellas Verona,it Serie A,Off_MF,28,808,9.0,347.573487909427,Solid Squad Player,,,,,591.9890636115639,Top Starter
Fabio Borini,Milan,it Serie A,Off_MF,28,70,0.8,,,,,,,,
Dennis Borkowski,RB Leipzig,de Bundesliga,FW,17,9,0.1,,,,,,,,
Robin Bormuth,Düsseldorf,de Bundesliga,DF,23,181,2.0,,,,,,,,
Sebastiaan Bornauw,Köln,de Bundesliga,DF,20,2447,27.2,,,,,613.7862957074451,Top Starter,749.7131099741882,Top Starter
Brandon Borrello,Freiburg,de Bundesliga,Off_MF,24,298,3.3,,,,,,,,
Gabriel Boschilia,Monaco,fr Ligue 1,Off_MF,23,130,1.4,,,,,,,,
Denis Bouanga,Saint-Étienne,fr Ligue 1,FW,24,2042,22.7,449.2848272733981,Top Starter,,,,,634.5768611544963,Top Starter
Hicham Boudaoui,Nice,fr Ligue 1,Off_MF,19,490,5.4,588.4390989114819,Top Starter,,,,,700.8222228784504,Top Starter
Ryad Boudebouz,Saint-Étienne,fr Ligue 1,Off_MF,29,1597,17.7,457.4826951464353,Top Starter,,,,,585.56403054446,Top Starter
Sofiane Boufal,Southampton,eng Premier League,Off_MF,25,764,8.5,479.6334545397605,Top Starter,,,,,807.9217015290584,World Class
Nassim Boujellab,Schalke 04,de Bundesliga,MF,20,419,4.7,,,,,,,,
Farid Boulaya,Metz,fr Ligue 1,FW,26,821,9.1,459.89675165669445,Top Starter,,,,,657.2683053662474,Top Starter
Mehdi Bourabia,Sassuolo,it Serie A,MF,27,925,10.3,,,606.7724286034626,Top Starter,,,889.45328741738,World Class
Benjamin Bourigeaud,Rennes,fr Ligue 1,MF,25,1903,21.1,,,553.5052607516496,Top Starter,,,699.867062119013,Top Starter
Bilal Boutobba,Montpellier,fr Ligue 1,Off_MF,20,5,0.1,,,,,,,,
Jarrod Bowen,West Ham,eng Premier League,FW,22,917,10.2,435.44192255264915,Top Starter,,,,,612.1706883083226,Top Starter
Dedryck Boyata,Hertha BSC,de Bundesliga,DF,28,2436,27.1,,,,,687.9093152990002,Top Starter,791.2656882359184,World Class
John Boye,Metz,fr Ligue 1,DF,32,2115,23.5,,,,,589.8161116660422,Top Starter,621.6309882632069,Top Starter
Can Bozdogan,Schalke 04,de Bundesliga,MF,18,235,2.6,,,,,,,,
Domagoj Bradarić,Lille,fr Ligue 1,DF,19,1419,15.8,,,,,475.94742782247476,Top Starter,600.361423088198,Top Starter
Filip Bradarić,Celta Vigo,es La Liga,MF,27,706,7.8,,,302.7493154112991,Solid Squad Player,,,731.3418849227029,Top Starter
Robbie Brady,Burnley,eng Premier League,Off_MF,27,454,5.0,585.4873289160141,Top Starter,,,,,638.8283724977301,Top Starter
Martin Braithwaite,Barcelona,es La Liga,FW,28,407,4.5,,,,,,,,
Martin Braithwaite,Leganés,es La Liga,FW,28,1934,21.5,365.61430865196434,Solid Squad Player,,,,,349.7139427858323,Solid Squad Player
Brandon,Osasuna,es La Liga,FW,24,406,4.5,,,,,,,,
Julian Brandt,Dortmund,de Bundesliga,Off_MF,23,2203,24.5,562.1336259090775,Top Starter,,,,,791.7486109482589,World Class
Jarrad Branthwaite,Everton,eng Premier League,DF,17,300,3.3,,,,,,,,
Darko Brašanac,Osasuna,es La Liga,MF,27,2245,24.9,,,369.0910990407654,Solid Squad Player,,,561.2759125185371,Top Starter
Josip Brekalo,Wolfsburg,de Bundesliga,Off_MF,21,1670,18.6,643.9468842891209,Top Starter,,,,,701.3175076595785,Top Starter
Gleison Bremer,Torino,it Serie A,DF,22,2270,25.2,,,,,794.622130295155,World Class,899.306267441336,World Class
Marco Brescianini,Milan,it Serie A,MF,19,25,0.3,,,,,,,,
Anthony Briançon,Nîmes,fr Ligue 1,DF,24,1737,19.3,,,,,662.406188857479,Top Starter,752.4530252113309,World Class
Jimmy Briand,Bordeaux,fr Ligue 1,FW,33,1525,16.9,395.6883823060752,Solid Squad Player,,,,,297.4156224388253,Solid Squad Player
Yan Brice Eteki,Granada,es La Liga,MF,21,1499,16.7,,,224.66176285099047,Solid Squad Player,,,630.0341662029624,Top Starter
Armando Broja,Chelsea,eng Premier League,FW,17,5,0.1,,,,,,,,
Dylan Bronn,Metz,fr Ligue 1,DF,24,810,9.0,,,,,448.68802109816926,Top Starter,445.19614217207885,Top Starter
David Brooks,Bournemouth,eng Premier League,Off_MF,22,506,5.6,258.98450870581985,Solid Squad Player,,,,,347.32439643951983,Solid Squad Player
John Brooks,Wolfsburg,de Bundesliga,DF,26,2224,24.7,,,,,671.827251974716,Top Starter,837.094821684885,World Class
Daniel Brosinski,Mainz 05,de Bundesliga,DF,31,1709,19.0,,,,,520.5025888233419,Top Starter,623.8414731917966,Top Starter
Josh Brownhill,Burnley,eng Premier League,MF,23,805,8.9,,,219.1840544150566,Solid Squad Player,,,563.7866456790932,Top Starter
Marcelo Brozović,Inter,it Serie A,MF,26,2701,30.0,,,728.0213313003215,Top Starter,,,820.7363788991667,World Class
Gastón Brugman,Parma,it Serie A,MF,26,1458,16.2,,,485.90971107743235,Top Starter,,,729.8401133928173,Top Starter
Jeffrey Bruma,Wolfsburg,de Bundesliga,DF,27,810,9.0,,,,,514.6456633931328,Top Starter,676.6039661044294,Top Starter
Jeffrey Bruma,Mainz 05,de Bundesliga,DF,27,675,7.5,,,,,584.1866704625808,Top Starter,748.8671216216682,Top Starter
Jacob Bruun Larsen,Hoffenheim,de Bundesliga,FW,20,391,4.3,,,,,,,,
Jacob Bruun Larsen,Dortmund,de Bundesliga,FW,20,68,0.8,,,,,,,,
Lucas Buadés,Nîmes,fr Ligue 1,Def_MF,21,121,1.3,,,,,,,,
Ante Budimir,Mallorca,es La Liga,FW,28,2765,30.7,392.5463602327491,Solid Squad Player,,,,,335.4553218218501,Solid Squad Player
Emi Buendía,Norwich City,eng Premier League,FW,22,2464,27.4,360.2321420415927,Solid Squad Player,,,,,871.8033046836972,World Class
Marius Bülter,Union Berlin,de Bundesliga,Off_MF,26,2321,25.8,399.7703194644854,Solid Squad Player,,,,,550.8865274402656,Top Starter
Esteban Burgos,Eibar,es La Liga,DF,27,1119,12.4,,,,,540.4901565780705,Top Starter,596.6789401595569,Top Starter
Guido Burgstaller,Schalke 04,de Bundesliga,FW,30,1234,13.7,189.42287214190674,Below Big-5 Level,,,,,336.9626212684986,Solid Squad Player
Burgui,Alavés,es La Liga,Off_MF,25,22,0.2,,,,,,,,
Jonathan Burkardt,Mainz 05,de Bundesliga,FW,19,253,2.8,,,,,,,,
Oliver Burke,Alavés,es La Liga,Off_MF,22,1429,15.9,285.83910926537607,Solid Squad Player,,,,,475.75003947720955,Top Starter
Dan Burn,Brighton,eng Premier League,DF,27,2880,32.0,,,,,667.8382695017292,Top Starter,816.3810041677706,World Class
Patrick Burner,Nice,fr Ligue 1,DF,23,1434,15.9,,,,,691.4216387396632,Top Starter,689.7502784286547,Top Starter
Sergio Busquets,Barcelona,es La Liga,MF,31,2483,27.6,,,570.85144239671,Top Starter,,,881.1369696167678,World Class
Unai Bustinza,Leganés,es La Liga,DF,27,2684,29.8,,,,,644.4708656185392,Top Starter,768.0088485665513,World Class
Sam Byram,Norwich City,eng Premier League,DF,25,1293,14.4,,,,,739.8565774297333,Top Starter,847.8944821667635,World Class
Erick Cabaco,Getafe,es La Liga,DF,24,267,3.0,,,,,,,,
Erick Cabaco,Levante,es La Liga,DF,24,809,9.0,,,,,671.6825457098466,Top Starter,650.9445228364337,Top Starter
Yohan Cabaye,Saint-Étienne,fr Ligue 1,MF,33,858,9.5,,,518.4267091465374,Top Starter,,,775.3083253370311,World Class
Manuel Cabit,Metz,fr Ligue 1,DF,26,270,3.0,,,,,,,,
Ariday Cabrera,Mallorca,es La Liga,Off_MF,30,37,0.4,,,,,,,,
Leandro Cabrera,Getafe,es La Liga,DF,28,1530,17.0,,,,,418.7865079413268,Top Starter,596.4415503459056,Top Starter
Leandro Cabrera,Espanyol,es La Liga,DF,28,1530,17.0,,,,,557.712712524882,Top Starter,739.5192315869493,Top Starter
Fabrizio Cacciatore,Cagliari,it Serie A,DF,32,1153,12.8,,,,,458.07608974249575,Top Starter,534.7519945631641,Top Starter
Martín Cáceres,Fiorentina,it Serie A,DF,32,2356,26.2,,,,,590.6977942835774,Top Starter,642.448837367372,Top Starter
Anthony Caci,Strasbourg,fr Ligue 1,DF,22,691,7.7,,,,,829.5673477972706,World Class,778.3955974449144,World Class
Jhonder Cádiz,Dijon,fr Ligue 1,FW,24,799,8.9,456.54955542943856,Top Starter,,,,,461.6669250096309,Top Starter
Mathieu Cafaro,Reims,fr Ligue 1,FW,22,924,10.3,293.9826137172014,Solid Squad Player,,,,,541.0978895580683,Top Starter
Jonathan Cafu,Bordeaux,fr Ligue 1,DF,28,201,2.2,,,,,,,,
Gary Cahill,Crystal Palace,eng Premier League,DF,33,2167,24.1,,,,,472.0314899903592,Top Starter,606.4125381495057,Top Starter
Felipe Caicedo,Lazio,it Serie A,FW,30,1406,15.6,624.6625371268144,Top Starter,,,,,349.884785947147,Solid Squad Player
Arturo Calabresi,Amiens,fr Ligue 1,DF,23,1878,20.9,,,,,644.3108835725268,Top Starter,716.1264132478566,Top Starter
Davide Calabria,Milan,it Serie A,DF,22,1622,18.0,,,,,699.9758532903912,Top Starter,711.1716257552414,Top Starter
Riccardo Calafiori,Roma,it Serie A,DF,17,59,0.7,,,,,,,,
Mattia Caldara,Atalanta,it Serie A,DF,25,959,10.7,,,,,572.3977993193239,Top Starter,858.8999758233564,World Class
Marco Calderoni,Lecce,it Serie A,DF,30,2064,22.9,,,,,591.6754425309716,Top Starter,585.544073325494,Top Starter
Fernando Calero,Espanyol,es La Liga,DF,23,1043,11.6,,,,,489.9818181851297,Top Starter,513.3237563196446,Top Starter
Duje Ćaleta-Car,Marseille,fr Ligue 1,DF,22,1886,21.0,,,,,561.0846428301592,Top Starter,727.9392018734799,Top Starter
Hakan Çalhanoğlu,Milan,it Serie A,Off_MF,25,2704,30.0,736.0270207495503,Top Starter,,,,,759.0729705978524,World Class
Daniel Caligiuri,Schalke 04,de Bundesliga,Off_MF,31,2293,25.5,306.1834730588612,Solid Squad Player,,,,,674.1399759372209,Top Starter
José Callejón,Napoli,it Serie A,FW,32,2172,24.1,482.96718632779675,Top Starter,,,,,488.18443625652736,Top Starter
Jonathan Calleri,Espanyol,es La Liga,FW,25,1811,20.1,249.20166320748544,Solid Squad Player,,,,,343.6286101768978,Solid Squad Player
Dominic Calvert-Lewin,Everton,eng Premier League,FW,22,2626,29.2,520.5767812138948,Top Starter,,,,,343.85865057484796,Solid Squad Player
Mahdi Camara,Saint-Étienne,fr Ligue 1,MF,21,901,10.0,,,358.6515535465853,Solid Squad Player,,,725.6334335561615,Top Starter
Souleymane Camara,Montpellier,fr Ligue 1,FW,36,163,1.8,,,,,,,,
Víctor Camarasa,Crystal Palace,eng Premier League,FW,25,6,0.1,,,,,,,,
Víctor Camarasa,Alavés,es La Liga,MF,25,1293,14.4,,,437.50269811214423,Top Starter,,,561.4381628873906,Top Starter
Eduardo Camavinga,Rennes,fr Ligue 1,MF,16,2107,23.4,,,454.484702279213,Top Starter,,,807.7769059760132,World Class
Sergio Camello,Atlético Madrid,es La Liga,FW,18,25,0.3,,,,,,,,
José Campaña,Levante,es La Liga,MF,26,3156,35.1,,,791.3471167183252,World Class,,,776.7263591297447,World Class
Xisco Campos,Mallorca,es La Liga,DF,37,473,5.3,,,,,638.6609963667444,Top Starter,718.1076550558813,Top Starter
Víctor Campuzano,Espanyol,es La Liga,FW,22,870,9.7,96.33937923810576,Below Big-5 Level,,,,,357.1783336673957,Solid Squad Player
Emre Can,Juventus,it Serie A,MF,25,284,3.2,,,,,,,,
Emre Can,Dortmund,de Bundesliga,MF,25,955,10.6,,,449.92927673459917,Top Starter,,,852.7405323399278,World Class
Sergio Canales,Betis,es La Liga,Off_MF,28,3163,35.1,502.2811763907492,Top Starter,,,,,762.416549151689,World Class
João Cancelo,Manchester City,eng Premier League,DF,25,1208,13.4,,,,,676.8601838863802,Top Starter,859.4066703519438,World Class
Antonio Candreva,Inter,it Serie A,DF,32,1993,22.1,,,,,356.2662698593221,Solid Squad Player,460.0624197752504,Top Starter
Gianmarco Cangiano,Bologna,it Serie A,FW,17,21,0.2,,,,,,,,
Todd Cantwell,Norwich City,eng Premier League,FW,21,2489,27.7,349.4729211134527,Solid Squad Player,,,,,650.6402453433543,Top Starter
Ander Capa,Athletic Club,es La Liga,DF,27,2872,31.9,,,,,469.2769166617005,Top Starter,609.5865729269319,Top Starter
Pierrick Capelle,Angers,fr Ligue 1,MF,32,1747,19.4,,,599.3613057948517,Top Starter,,,709.0352375286764,Top Starter
Étienne Capoue,Watford,eng Premier League,MF,31,2627,29.2,,,477.4804205818816,Top Starter,,,748.3799598483209,Top Starter
Gianluca Caprari,Sampdoria,it Serie A,FW,26,667,7.4,428.6667889609066,Top Starter,,,,,540.6330542051717,Top Starter
Gianluca Caprari,Parma,it Serie A,FW,26,589,6.5,357.37166302777166,Solid Squad Player,,,,,561.5175399284333,Top Starter
Francesco Caputo,Sassuolo,it Serie A,FW,31,2931,32.6,693.6556759036769,Top Starter,,,,,269.17804727667203,Solid Squad Player
Maxence Caqueret,Lyon,fr Ligue 1,MF,19,568,6.3,,,472.64128337385876,Top Starter,,,773.3800340398326,World Class
Andrea Carboni,Cagliari,it Serie A,DF,18,368,4.1,,,,,,,,
Irvin Cardona,Brest,fr Ligue 1,FW,21,1450,16.1,540.7437606589577,Top Starter,,,,,442.29329376779054,Top Starter
Marc Cardona,Osasuna,es La Liga,FW,24,705,7.8,371.5607445662221,Solid Squad Player,,,,,405.24108116519784,Top Starter
Diego Carlos,Sevilla,es La Liga,DF,26,3134,34.8,,,,,559.0310332978278,Top Starter,680.030644525944,Top Starter
Lionel Carole,Strasbourg,fr Ligue 1,DF,28,1272,14.1,,,,,422.3705132431904,Top Starter,723.6155652858187,Top Starter
Yannick Carrasco,Atlético Madrid,es La Liga,Off_MF,25,631,7.0,517.5513076691972,Top Starter,,,,,683.4639717957102,Top Starter
Daniel Carriço,Sevilla,es La Liga,DF,30,847,9.4,,,,,371.47857775478326,Solid Squad Player,599.0725890165148,Top Starter
Guido Carrillo,Leganés,es La Liga,FW,28,1213,13.5,298.24394349678147,Solid Squad Player,,,,,310.96005589744806,Solid Squad Player
Andy Carroll,Newcastle Utd,eng Premier League,FW,30,632,7.0,337.8787878787879,Solid Squad Player,,,,,340.28100133125207,Solid Squad Player
Dani Carvajal,Real Madrid,es La Liga,DF,27,2738,30.4,,,,,659.8277956293997,Top Starter,736.7402641823029,Top Starter
William Carvalho,Betis,es La Liga,MF,27,892,9.9,,,379.86556730056907,Solid Squad Player,,,665.4382674158095,Top Starter
Casemiro,Real Madrid,es La Liga,MF,27,3088,34.3,,,482.59520488954246,Top Starter,,,866.3790088741374,World Class
Moreto Cassamã,Reims,fr Ligue 1,MF,21,592,6.6,,,650.4654264114238,Top Starter,,,801.6610916015002,World Class
Francesco Cassata,Genoa,it Serie A,MF,22,1458,16.2,,,364.8785388657026,Solid Squad Player,,,619.2333320693798,Top Starter
Timothy Castagne,Atalanta,it Serie A,DF,23,1769,19.7,,,,,502.52976356219125,Top Starter,614.8464170120277,Top Starter
Jean-Charles Castelletto,Brest,fr Ligue 1,DF,24,1838,20.4,,,,,583.7651045664787,Top Starter,751.0329496747287,World Class
