Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand
Branimir Hrgota,Greuther Fürth,de Bundesliga,FW,28,2777,30.9,339.02699073156776,Solid Squad Player,,,,
Petko Hristov,Spezia,it Serie A,DF,22,1248,13.9,,,,,451.4630373623179,Top Starter
Ajdin Hrustic,Eint Frankfurt,de Bundesliga,MF,25,964,10.7,,,342.803738317757,Solid Squad Player,,
Timo Hübers,Köln,de Bundesliga,DF,25,1740,19.3,,,,,577.592859523593,Top Starter
Callum Hudson-Odoi,Chelsea,eng Premier League,FW,20,962,10.7,333.9271550780229,Solid Squad Player,,,,
Will Hughes,Crystal Palace,eng Premier League,MF,26,1053,11.7,,,307.2934472934473,Solid Squad Player,,
Mats Hummels,Dortmund,de Bundesliga,DF,32,1765,19.6,,,,,432.9476753107257,Top Starter
Elseid Hysaj,Lazio,it Serie A,DF,27,2027,22.5,,,,,290.5967140072402,Solid Squad Player
Pierre Højbjerg,Tottenham,eng Premier League,MF,25,3196,35.5,,,358.6103286384976,Solid Squad Player,,
Iago,Augsburg,de Bundesliga,DF,24,2174,24.2,,,,,331.5144610838391,Solid Squad Player
Roger Ibanez,Roma,it Serie A,DF,22,2889,32.1,,,,,410.38463240135644,Top Starter
Vicente Iborra,Villarreal,es La Liga,MF,33,1034,11.5,,,242.20289855072463,Solid Squad Player,,
Zlatan Ibrahimović,Milan,it Serie A,FW,39,1016,11.3,668.4676285460104,Top Starter,,,,
Mauro Icardi,Paris S-G,fr Ligue 1,FW,28,1027,11.4,331.5573391149832,Solid Squad Player,,,,
Adam Idah,Norwich City,eng Premier League,FW,20,625,6.9,253.7315609013332,Solid Squad Player,,,,
Oussama Idrissi,Cádiz,es La Liga,Off_MF,25,902,10.0,319.6825396825397,Solid Squad Player,,,,
Iglesias,Getafe,es La Liga,DF,23,719,8.0,,,,,336.35254803675855,Solid Squad Player
Borja Iglesias,Betis,es La Liga,FW,28,1573,17.5,433.90173847316703,Top Starter,,,,
Jonathan Iglesias,Clermont Foot,fr Ligue 1,MF,32,579,6.4,,,202.81249999999997,Solid Squad Player,,
Igor,Fiorentina,it Serie A,DF,23,2242,24.9,,,,,395.55837384626227,Solid Squad Player
Kelechi Iheanacho,Leicester City,eng Premier League,FW,24,1264,14.0,386.50917827448444,Solid Squad Player,,,,
Danylo Ihnatenko,Bordeaux,fr Ligue 1,MF,24,692,7.7,,,655.0649350649352,Top Starter,,
Jonathan Ikone,Fiorentina,it Serie A,FW,23,649,7.2,277.27874359620387,Solid Squad Player,,,,
Jonathan Ikone,Lille,fr Ligue 1,FW,23,1062,11.8,215.38177229460518,Solid Squad Player,,,,
Ivan Ilić,Hellas Verona,it Serie A,MF,20,2526,28.1,,,364.7686832740213,Solid Squad Player,,
Josip Iličić,Atalanta,it Serie A,FW,33,841,9.3,534.5998585814253,Top Starter,,,,
Ciro Immobile,Lazio,it Serie A,FW,31,2711,30.1,676.3989649015751,Top Starter,,,,
Danny Ings,Aston Villa,eng Premier League,FW,29,1898,21.1,367.893850325807,Solid Squad Player,,,,
Marcus Ingvartsen,Mainz 05,de Bundesliga,FW,25,680,7.6,531.4573338107173,Top Starter,,,,
Bonke Innocent,Lorient,fr Ligue 1,MF,25,874,9.7,,,157.86941580756013,Below Big-5 Level,,
Lorenzo Insigne,Napoli,it Serie A,FW,30,2290,25.4,622.042274477595,Top Starter,,,,
Alexander Isak,Real Sociedad,es La Liga,FW,21,2140,23.8,336.01104251224314,Solid Squad Player,,,,
Ardian Ismajli,Empoli,it Serie A,DF,24,1272,14.1,,,,,467.0053384051144,Top Starter
Hiroki Ito,Stuttgart,de Bundesliga,DF,22,2348,26.1,,,,,494.3152261240585,Top Starter
Cedric Itten,Greuther Fürth,de Bundesliga,FW,24,635,7.1,271.19554895510635,Solid Squad Player,,,,
Gian-Luca Itter,Greuther Fürth,de Bundesliga,DF,22,1455,16.2,,,,,370.0527037759007,Solid Squad Player
Alex Iwobi,Everton,eng Premier League,Off_MF,25,2035,22.6,236.40792597274898,Solid Squad Player,,,,
Armando Izzo,Torino,it Serie A,DF,29,526,5.8,,,,,497.64987180595165,Top Starter
Lee Jae-sung,Mainz 05,de Bundesliga,FW,28,1436,16.0,311.558201058201,Solid Squad Player,,,,
Paul Jaeckel,Union Berlin,de Bundesliga,DF,23,2047,22.7,,,,,499.53989231522274,Top Starter
Mato Jajalo,Udinese,it Serie A,MF,33,629,7.0,,,414.57142857142856,Top Starter,,
Kristijan Jakić,Eint Frankfurt,de Bundesliga,MF,24,1879,20.9,,,223.54066985645937,Solid Squad Player,,
Ismail Jakobs,Monaco,fr Ligue 1,FW,21,1203,13.4,161.80277185501063,Below Big-5 Level,,,,
Abdel Jalil Medioub,Bordeaux,fr Ligue 1,DF,23,622,6.9,,,,,430.74819239578966,Top Starter
Daniel James,Leeds United,eng Premier League,FW,23,2366,26.3,256.807839654662,Solid Squad Player,,,,
Reece James,Chelsea,eng Premier League,DF,21,1864,20.7,,,,,255.23906384318278,Solid Squad Player
Vitaly Janelt,Brentford,eng Premier League,MF,23,2298,25.5,,,311.03790849673203,Solid Squad Player,,
Jakub Jankto,Getafe,es La Liga,MF,25,587,6.5,,,518.9538461538461,Top Starter,,
Pontus Jansson,Brentford,eng Premier League,DF,30,3321,36.9,,,,,399.21032769984413,Solid Squad Player
Adnan Januzaj,Real Sociedad,es La Liga,FW,26,1625,18.1,293.5327420102479,Solid Squad Player,,,,
Paweł Jaroszyński,Salernitana,it Serie A,DF,26,516,5.7,,,,,355.39214863314584,Solid Squad Player
Jason,Alavés,es La Liga,FW,27,678,7.5,196.19614512471654,Below Big-5 Level,,,,
Luis Javier Suárez,Granada,es La Liga,FW,23,2844,31.6,312.9642594027766,Solid Squad Player,,,,
Jemerson,Metz,fr Ligue 1,DF,28,1202,13.4,,,,,464.2577497565714,Top Starter
Mathias Jensen,Brentford,eng Premier League,MF,25,1601,17.8,,,485.3558052434457,Top Starter,,
Moritz Jenz,Lorient,fr Ligue 1,DF,22,1381,15.3,,,,,416.55598691718404,Top Starter
Gabriel Jesus,Manchester City,eng Premier League,FW,24,1877,20.9,524.4739373686742,Top Starter,,,,
Juan Jesus,Napoli,it Serie A,DF,30,1278,14.2,,,,,377.409250826597,Solid Squad Player
Raúl Jiménez,Wolves,eng Premier League,FW,30,2631,29.2,272.8891373901159,Solid Squad Player,,,,
João Pedro,Watford,eng Premier League,FW,19,1644,18.3,262.66488854193767,Solid Squad Player,,,,
Joaquín,Betis,es La Liga,FW,40,471,5.2,354.2362637362636,Solid Squad Player,,,,
Joelinton,Newcastle Utd,eng Premier League,FW,24,2558,28.4,192.1976834552287,Below Big-5 Level,,,,
Dennis Johnsen,Venezia,it Serie A,FW,23,1445,16.1,202.0606634648338,Solid Squad Player,,,,
Ben Johnson,West Ham,eng Premier League,DF,21,1397,15.5,,,,,374.71183334680785,Solid Squad Player
Curtis Jones,Liverpool,eng Premier League,MF,20,851,9.5,,,460.56140350877195,Top Starter,,
Frenkie de Jong,Barcelona,es La Liga,MF,24,2476,27.5,,,545.5272727272727,Top Starter,,
Luuk de Jong,Barcelona,es La Liga,FW,30,654,7.3,570.9919237101234,Top Starter,,,,
Joan Jordán,Sevilla,es La Liga,MF,27,2514,27.9,,,324.56391875746715,Solid Squad Player,,
Jorginho,Chelsea,eng Premier League,MF,29,2273,25.3,,,454.0184453227932,Top Starter,,
Josan,Elche,es La Liga,Off_MF,31,1211,13.5,291.17344209288655,Solid Squad Player,,,,
Willian José,Betis,es La Liga,FW,29,1604,17.8,425.65916753717715,Top Starter,,,,
Joselu,Alavés,es La Liga,FW,31,3122,34.7,390.11326650416805,Solid Squad Player,,,,
Diogo Jota,Liverpool,eng Premier League,FW,24,2364,26.3,583.5527232439237,Top Starter,,,,
Stevan Jovetić,Hertha BSC,de Bundesliga,FW,31,1017,11.3,491.9346116027531,Top Starter,,,,
Juanmi,Betis,es La Liga,FW,28,2131,23.7,526.3432806784223,Top Starter,,,,
Hamed Junior Traorè,Sassuolo,it Serie A,FW,21,1775,19.7,435.8297267017354,Top Starter,,,,
Vinicius Júnior,Real Madrid,es La Liga,FW,21,2690,29.9,631.2513315991579,Top Starter,,,,
James Justin,Leicester City,eng Premier League,DF,23,998,11.1,,,,,387.3605936763831,Solid Squad Player
Jens Jønsson,Cádiz,es La Liga,Def_MF,28,1303,14.5,,,,,452.96251874062966,Top Starter
Mathias Jørgensen,Brentford,eng Premier League,DF,31,518,5.8,,,,,351.4222337452827,Solid Squad Player
Ozan Kabak,Norwich City,eng Premier League,DF,21,922,10.2,,,,,409.51940159370497,Top Starter
Christian Kabasele,Watford,eng Premier League,DF,30,1193,13.3,,,,,390.4660717640536,Solid Squad Player
Issa Kaboré,Troyes,fr Ligue 1,Off_MF,20,2254,25.0,117.55079365079365,Below Big-5 Level,,,,
Pavel Kadeřábek,Hoffenheim,de Bundesliga,Off_MF,29,1195,13.3,272.4586854039861,Solid Squad Player,,,,
Tino Kadewere,Lyon,fr Ligue 1,FW,25,506,5.6,321.83943418637296,Solid Squad Player,,,,
Florian Kainz,Köln,de Bundesliga,FW,28,2320,25.8,294.9615537860277,Solid Squad Player,,,,
Gaël Kakuta,Lens,fr Ligue 1,FW,30,1673,18.6,255.17012898349307,Solid Squad Player,,,,
Sasa Kalajdzic,Stuttgart,de Bundesliga,FW,24,1221,13.6,442.0036681339202,Top Starter,,,,
Arnaud Kalimuendo,Lens,fr Ligue 1,FW,19,2148,23.9,396.8281435307735,Solid Squad Player,,,,
Yayah Kallon,Genoa,it Serie A,FW,20,636,7.1,207.6472166331322,Solid Squad Player,,,,
Pierre Kalulu,Milan,it Serie A,DF,21,1944,21.6,,,,,408.74748599894787,Top Starter
Daichi Kamada,Eint Frankfurt,de Bundesliga,Off_MF,24,2139,23.8,308.2822395624916,Solid Squad Player,,,,
Boubacar Kamara,Marseille,fr Ligue 1,MF,21,2778,30.9,,,319.5469255663431,Solid Squad Player,,
Hassane Kamara,Watford,eng Premier League,DF,27,1623,18.0,,,,,567.3580246913581,Top Starter
Hassane Kamara,Nice,fr Ligue 1,MF,27,544,6.0,,,270.99999999999994,Solid Squad Player,,
Kevin Kampl,RB Leipzig,de Bundesliga,MF,30,1899,21.1,,,364.70774091627175,Solid Squad Player,,
Jean-Armel Kana-Biyik,Metz,fr Ligue 1,DF,32,664,7.4,,,,,447.3212515317778,Top Starter
Harry Kane,Tottenham,eng Premier League,FW,28,3232,35.9,541.4997115528353,Top Starter,,,,
Lee Kang-in,Mallorca,es La Liga,FW,20,1411,15.7,208.30127918116997,Solid Squad Player,,,,
N'Golo Kanté,Chelsea,eng Premier League,MF,30,1773,19.7,,,594.4839255499155,Top Starter,,
Atakan Karazor,Stuttgart,de Bundesliga,MF,24,1898,21.1,,,276.30331753554503,Solid Squad Player,,
Rick Karsdorp,Roma,it Serie A,FW,26,2883,32.0,122.1215986394558,Below Big-5 Level,,,,
Grigoris Kastanos,Salernitana,it Serie A,FW,23,1348,15.0,204.71869488536157,Solid Squad Player,,,,
Edo Kayembe,Watford,eng Premier League,MF,23,799,8.9,,,250.86142322097376,Solid Squad Player,,
Moise Kean,Juventus,it Serie A,FW,21,1098,12.2,370.2909061621006,Solid Squad Player,,,,
Michael Keane,Everton,eng Premier League,DF,28,2792,31.0,,,,,438.7142048670061,Top Starter
Ilan Kebbal,Reims,fr Ligue 1,FW,23,1772,19.7,243.66679520087789,Solid Squad Player,,,,
Wajdi Kechrida,Salernitana,it Serie A,MF,25,952,10.6,,,348.6918238993711,Solid Squad Player,,
Thilo Kehrer,Paris S-G,fr Ligue 1,DF,24,1513,16.8,,,,,356.9924812030074,Solid Squad Player
Naby Keïta,Liverpool,eng Premier League,MF,26,1173,13.0,,,490.5641025641025,Top Starter,,
Yannik Keitel,Freiburg,de Bundesliga,MF,21,504,5.6,,,194.02380952380955,Below Big-5 Level,,
Marc-Oliver Kempf,Hertha BSC,de Bundesliga,DF,26,1051,11.7,,,,,437.24353619090454,Top Starter
Marc-Oliver Kempf,Stuttgart,de Bundesliga,DF,26,840,9.3,,,,,448.59173022161133,Top Starter
Jonjoe Kenny,Everton,eng Premier League,DF,24,1018,11.3,,,,,307.2501312277744,Solid Squad Player
Franck Kessié,Milan,it Serie A,MF,24,2308,25.6,,,369.765625,Solid Squad Player,,
Saîf-Eddine Khaoui,Clermont Foot,fr Ligue 1,FW,26,927,10.3,199.2661793951669,Below Big-5 Level,,,,
Wahbi Khazri,Saint-Étienne,fr Ligue 1,FW,30,2225,24.7,372.6691101991854,Solid Squad Player,,,,
Rani Khedira,Union Berlin,de Bundesliga,MF,27,2757,30.6,,,192.01742919389977,Below Big-5 Level,,
Kiké,Osasuna,es La Liga,FW,31,1862,20.7,286.5120645144799,Solid Squad Player,,,,
Luca Kilian,Köln,de Bundesliga,DF,21,2281,25.3,,,,,463.9506539735372,Top Starter
Max Kilman,Wolves,eng Premier League,DF,24,2687,29.9,,,,,413.43716034791544,Top Starter
Joshua Kimmich,Bayern Munich,de Bundesliga,MF,26,2474,27.5,,,801.7454545454545,World Class,,
Presnel Kimpembe,Paris S-G,fr Ligue 1,DF,25,2576,28.6,,,,,354.07703407703406,Solid Squad Player
Joshua King,Watford,eng Premier League,FW,29,2248,25.0,307.9894179894179,Solid Squad Player,,,,
Jakub Kiwior,Spezia,it Serie A,Def_MF,21,1964,21.8,,,,,443.9270043877144,Top Starter
Sofian Kiyine,Venezia,it Serie A,FW,23,1239,13.8,196.33635128769703,Below Big-5 Level,,,,
Simon Kjær,Milan,it Serie A,DF,32,802,8.9,,,,,458.56664132240707,Top Starter
Mateusz Klich,Leeds United,eng Premier League,MF,31,2073,23.0,,,431.1594202898551,Top Starter,,
Mateo Klimowicz,Stuttgart,de Bundesliga,FW,21,603,6.7,157.13107929739058,Below Big-5 Level,,,,
Fabian Klos,Arminia,de Bundesliga,FW,33,1420,15.8,256.1747897471224,Solid Squad Player,,,,
Lukas Klostermann,RB Leipzig,de Bundesliga,DF,25,1648,18.3,,,,,374.32524845812156,Solid Squad Player
Justin Kluivert,Nice,fr Ligue 1,Off_MF,22,1868,20.8,356.90300671550665,Solid Squad Player,,,,
Ansgar Knauff,Eint Frankfurt,de Bundesliga,Off_MF,19,759,8.4,255.11373771730916,Solid Squad Player,,,,
Robin Knoche,Union Berlin,de Bundesliga,DF,29,2970,33.0,,,,,430.37472469051414,Top Starter
Robin Koch,Leeds United,eng Premier League,Def_MF,25,1574,17.5,,,,,375.91552795031066,Solid Squad Player
Dominik Kohr,Mainz 05,de Bundesliga,MF,27,1614,17.9,,,381.0428305400373,Solid Squad Player,,
Koke,Atlético Madrid,es La Liga,MF,29,2508,27.9,,,383.9665471923537,Solid Squad Player,,
Randal Kolo Muani,Nantes,fr Ligue 1,FW,22,2948,32.8,365.7851059122837,Solid Squad Player,,,,
Timothée Kolodziejczak,Saint-Étienne,fr Ligue 1,DF,29,2565,28.5,,,,,398.1743833267379,Solid Squad Player
Ghislain Konan,Reims,fr Ligue 1,DF,25,2418,26.9,,,,,295.45188870565505,Solid Squad Player
Ibrahima Konaté,Liverpool,eng Premier League,DF,22,990,11.0,,,,,397.8497759550391,Solid Squad Player
Geoffrey Kondogbia,Atlético Madrid,es La Liga,MF,28,1882,20.9,,,288.7081339712919,Solid Squad Player,,
Ibrahima Koné,Lorient,fr Ligue 1,FW,22,732,8.1,497.33225087016984,Top Starter,,,,
Manu Koné,Gladbach,de Bundesliga,MF,20,2183,24.3,,,252.5377229080933,Solid Squad Player,,
Youssouf Koné,Troyes,fr Ligue 1,DF,26,980,10.9,,,,,303.1100687498562,Solid Squad Player
Ezri Konsa,Aston Villa,eng Premier League,DF,23,2477,27.5,,,,,315.87625813845915,Solid Squad Player
Teun Koopmeiners,Atalanta,it Serie A,MF,23,2126,23.6,,,554.2090395480226,Top Starter,,
Laurent Koscielny,Bordeaux,fr Ligue 1,DF,35,933,10.4,,,,,427.20454983612876,Top Starter
Odilon Kossounou,Leverkusen,de Bundesliga,DF,20,1793,19.9,,,,,417.5413407891588,Top Starter
Filip Kostić,Eint Frankfurt,de Bundesliga,FW,28,2522,28.0,362.84861246085734,Solid Squad Player,,,,
Rominigue Kouamé,Troyes,fr Ligue 1,MF,24,2968,33.0,,,337.29292929292933,Solid Squad Player,,
Kalidou Koulibaly,Napoli,it Serie A,DF,30,2405,26.7,,,,,411.56749551782076,Top Starter
Jules Koundé,Sevilla,es La Liga,DF,22,2736,30.4,,,,,351.3360154772897,Solid Squad Player
Boubakar Kouyaté,Metz,fr Ligue 1,DF,24,2665,29.6,,,,,633.6261825735509,Top Starter
Cheikhou Kouyaté,Crystal Palace,eng Premier League,Def_MF,31,1974,21.9,,,,,449.840734123045,Top Starter
Mateo Kovačić,Chelsea,eng Premier League,MF,27,1558,17.3,,,694.7206165703275,Top Starter,,
Viktor Kovalenko,Spezia,it Serie A,MF,25,1325,14.7,,,480.9523809523809,Top Starter,,
Emil Krafth,Newcastle Utd,eng Premier League,DF,26,1634,18.2,,,,,331.44810077140903,Solid Squad Player
Andrej Kramarić,Hoffenheim,de Bundesliga,FW,30,2707,30.1,418.9832493351714,Top Starter,,,,
Christoph Kramer,Gladbach,de Bundesliga,MF,30,748,8.3,,,222.08835341365463,Solid Squad Player,,
Jean-Philippe Krasso,Saint-Étienne,fr Ligue 1,FW,24,453,5.0,307.3703703703704,Solid Squad Player,,,,
Toni Kroos,Real Madrid,es La Liga,MF,31,2103,23.4,,,610.9401709401709,Top Starter,,
Florian Krüger,Arminia,de Bundesliga,FW,22,1129,12.5,175.77739984882845,Below Big-5 Level,,,,
Rade Krunić,Milan,it Serie A,FW,27,1416,15.7,113.13653104553924,Below Big-5 Level,,,,
Max Kruse,Wolfsburg,de Bundesliga,FW,33,1128,12.5,493.4996220710506,Top Starter,,,,
Max Kruse,Union Berlin,de Bundesliga,FW,33,1270,14.1,445.9903078646746,Top Starter,,,,
Lukas Kübler,Freiburg,de Bundesliga,MF,28,2327,25.9,,,241.54440154440158,Solid Squad Player,,
Takefusa Kubo,Mallorca,es La Liga,FW,20,1605,17.8,225.4499435229773,Solid Squad Player,,,,
Juraj Kucka,Watford,eng Premier League,MF,34,1920,21.3,,,252.25665101721438,Solid Squad Player,,
Dejan Kulusevski,Tottenham,eng Premier League,FW,21,1261,14.0,488.7741064679839,Top Starter,,,,
Dejan Kulusevski,Juventus,it Serie A,FW,21,772,8.6,300.3585051591696,Solid Squad Player,,,,
Marash Kumbulla,Roma,it Serie A,DF,21,1025,11.4,,,,,382.8653505107798,Solid Squad Player
Fabian Kunze,Arminia,de Bundesliga,MF,23,1260,14.0,,,193.04761904761907,Below Big-5 Level,,
Enock Kwateng,Bordeaux,fr Ligue 1,DF,24,2002,22.2,,,,,375.7363378416009,Solid Squad Player
Giorgos Kyriakopoulos,Sassuolo,it Serie A,FW,25,1975,21.9,210.26519740316218,Solid Squad Player,,,,
Andrea La Mantia,Empoli,it Serie A,FW,30,488,5.4,340.64782620867277,Solid Squad Player,,,,
Gaëtan Laborde,Rennes,fr Ligue 1,FW,27,2729,30.3,459.5001047723819,Top Starter,,,,
Alexandre Lacazette,Arsenal,eng Premier League,FW,30,1782,19.8,385.1138558678241,Solid Squad Player,,,,
Tom Lacoux,Bordeaux,fr Ligue 1,Def_MF,19,907,10.1,,,,,360.1090543836993,Solid Squad Player
Maxence Lacroix,Wolfsburg,de Bundesliga,DF,21,2491,27.7,,,,,507.60764727703736,Top Starter
Víctor Laguardia,Alavés,es La Liga,DF,31,3042,33.8,,,,,341.4090363078218,Solid Squad Player
Konrad Laimer,RB Leipzig,de Bundesliga,MF,24,1240,13.8,,,657.4879227053141,Top Starter,,
Stefan Lainer,Gladbach,de Bundesliga,DF,28,1471,16.3,,,,,284.49815745908734,Solid Squad Player
Adam Lallana,Brighton,eng Premier League,MF,33,1561,17.3,,,281.4643545279383,Solid Squad Player,,
Vassilis Lambropoulos,Bochum,de Bundesliga,DF,31,1168,13.0,,,,,427.23919355498305,Top Starter
Érik Lamela,Sevilla,es La Liga,FW,29,1015,11.3,458.4005846192951,Top Starter,,,,
Mohamed Lamine Bayo,Clermont Foot,fr Ligue 1,FW,23,2413,26.8,497.87656389255534,Top Starter,,,,
Didier Lamkel Zé,Metz,fr Ligue 1,FW,24,605,6.7,363.44265069211764,Solid Squad Player,,,,
Sam Lammers,Eint Frankfurt,de Bundesliga,FW,24,517,5.7,178.800420363077,Below Big-5 Level,,,,
Tariq Lamptey,Brighton,eng Premier League,FW,20,1561,17.3,163.7969800637018,Below Big-5 Level,,,,
Manuel Lanzini,West Ham,eng Premier League,FW,28,1786,19.8,301.40744558204875,Solid Squad Player,,,,
Aymeric Laporte,Manchester City,eng Premier League,DF,27,2828,31.4,,,,,277.0009950566437,Solid Squad Player
Julien Laporte,Lorient,fr Ligue 1,DF,27,2891,32.1,,,,,476.93314282591217,Top Starter
Kevin Lasagna,Hellas Verona,it Serie A,FW,28,1184,13.2,317.0136283469617,Solid Squad Player,,,,
Jamaal Lascelles,Newcastle Utd,eng Premier League,DF,27,2058,22.9,,,,,382.85986237261807,Solid Squad Player
Bryan Lasme,Arminia,de Bundesliga,FW,22,877,9.7,180.04495016792518,Below Big-5 Level,,,,
Paul Lasne,Brest,fr Ligue 1,MF,32,847,9.4,,,359.0070921985815,Solid Squad Player,,
Toni Lato,Valencia,es La Liga,DF,23,590,6.6,,,,,330.70453912559174,Solid Squad Player
Armand Lauriente,Lorient,fr Ligue 1,FW,22,2477,27.5,322.70552463409604,Solid Squad Player,,,,
Darko Lazović,Hellas Verona,it Serie A,DF,30,2766,30.7,,,,,228.45147613877256,Solid Squad Player
Manuel Lazzari,Lazio,it Serie A,DF,27,1665,18.5,,,,,198.15051141366934,Below Big-5 Level
Jérémy Le Douaron,Brest,fr Ligue 1,FW,23,1446,16.1,332.78574010694683,Solid Squad Player,,,,
Enzo Le Fée,Lorient,fr Ligue 1,FW,21,2194,24.4,243.49577463043505,Solid Squad Player,,,,
Vincent Le Goff,Lorient,fr Ligue 1,DF,31,3060,34.0,,,,,265.23839009287923,Solid Squad Player
Maxime Le Marchand,Strasbourg,fr Ligue 1,DF,31,860,9.6,,,,,400.7658033973824,Top Starter
Robin Le Normand,Real Sociedad,es La Liga,DF,24,3330,37.0,,,,,391.24224976856556,Solid Squad Player
Rafael Leão,Milan,it Serie A,FW,22,2605,28.9,499.11795175586576,Top Starter,,,,
Pierre Lees-Melou,Norwich City,eng Premier League,MF,28,2265,25.2,,,312.71428571428567,Solid Squad Player,,
Wu Lei,Espanyol,es La Liga,FW,29,474,5.3,224.58307306150977,Solid Squad Player,,,,
Maxim Leitsch,Bochum,de Bundesliga,DF,23,1538,17.1,,,,,473.41355337661884,Top Starter
Lucas Leiva,Lazio,it Serie A,MF,34,1697,18.9,,,186.24338624338625,Below Big-5 Level,,
Florian Lejeune,Alavés,es La Liga,DF,30,2699,30.0,,,,,390.09969367864096,Solid Squad Player
Iñigo Lekue,Athletic Club,es La Liga,DF,28,1925,21.4,,,,,369.85423059205647,Solid Squad Player
Thomas Lemar,Atlético Madrid,es La Liga,Off_MF,25,1440,16.0,455.11140873015876,Top Starter,,,,
Mario Lemina,Nice,fr Ligue 1,MF,27,1967,21.9,,,215.95129375951294,Solid Squad Player,,
Fabien Lemoine,Lorient,fr Ligue 1,MF,34,1117,12.4,,,353.70967741935476,Solid Squad Player,,
Clément Lenglet,Barcelona,es La Liga,DF,26,826,9.2,,,,,384.16112745632194,Solid Squad Player
Aaron Lennon,Burnley,eng Premier League,FW,34,1551,17.2,122.10284940849722,Below Big-5 Level,,,,
Christopher Lenz,Eint Frankfurt,de Bundesliga,DF,26,664,7.4,,,,,375.2715121136173,Solid Squad Player
Léo Leroy,Montpellier,fr Ligue 1,MF,21,626,7.0,,,211.42857142857144,Solid Squad Player,,
Robert Lewandowski,Bayern Munich,de Bundesliga,FW,32,2946,32.7,723.3976159271049,Top Starter,,,,
Jamie Leweling,Greuther Fürth,de Bundesliga,FW,20,1959,21.8,250.6255105508054,Solid Squad Player,,,,
Dimitri Liénard,Strasbourg,fr Ligue 1,MF,33,2044,22.7,,,518.5022026431718,Top Starter,,
Philipp Lienhart,Freiburg,de Bundesliga,DF,25,2870,31.9,,,,,415.01538590467806,Top Starter
Matthijs de Ligt,Juventus,it Serie A,DF,21,2674,29.7,,,,,358.27031101884904,Solid Squad Player
Victor Lindelöf,Manchester Utd,eng Premier League,DF,27,2355,26.2,,,,,354.77778415504406,Solid Squad Player
Jesper Lindstrøm,Eint Frankfurt,de Bundesliga,FW,21,1976,22.0,397.77152477152475,Solid Squad Player,,,,
Karol Linetty,Torino,it Serie A,FW,26,896,10.0,123.5748299319728,Below Big-5 Level,,,,
Pol Lirola,Marseille,fr Ligue 1,FW,23,1770,19.7,192.28299396464735,Below Big-5 Level,,,,
Valentino Livramento,Southampton,eng Premier League,DF,18,2202,24.5,,,,,349.6147170647708,Solid Squad Player
