Player,OffScore_mean,MidScore_mean,DefScore_mean,Min,90s
Niklas Süle,,,376.3925196856848,13384,148.6
Niklas Tauer,,325.33333333333337,416.3496395309261,649,7.2
Niko Bungert,,,496.17433735854775,284,3.2
Niko Gießelmann,,,318.01055163320166,8465,94.1
Nikola Dovedan,397.86196455751247,,,656,7.3
Nikola Kalinić,437.9831349899981,,,4494,49.8
Nikola Krstović,413.0902013098784,,,5988,66.6
Nikola Maksimović,,,380.57789134348997,6173,68.7
Nikola Maraš,,,410.17313398438625,1044,11.6
Nikola Milenković,,,379.14456770452347,22897,254.3
Nikola Moro,,473.0110529631625,,4021,44.6
Nikola Sekulov,0.0,,,11,0.1
Nikola Soldo,,,414.2173615857826,593,6.6
Nikola Vlašić,277.45833150977165,,,9758,108.4
Nikola Vukčević,,306.38078396699086,375.99546648097373,3167,35.099999999999994
Nikola Štulić,148.45134456990124,,,872,9.7
Nikolas Nartey,80.4205808080808,256.0,263.1236503207705,1399,15.6
Nikolas Veratschnig,,,349.4267233740918,635,7.0
Nikolas Špalek,218.88962585034008,,,1579,17.5
Nils Petersen,411.3504643914593,,,8767,97.4
Nils Seufert,,522.4561403508771,168.989898989899,442,4.9
Nino,122.76785714285715,,,284,3.2
Nishan Burkart,,163.33333333333334,,15,0.2
Njegoš Petrović,,286.0457516339869,,1075,11.899999999999999
Nnamdi Collins,,,357.71439344115703,2428,26.9
Noa Lang,269.2693630740277,,,442,4.9
Noah Cadiou,,221.02564102564105,,350,3.9
Noah Edjouma,381.59492240215934,,,401,4.5
Noah Fadiga,,,353.5058335493907,1308,14.5
Noah Fatar,0.0,,276.19047619047615,26,0.30000000000000004
Noah Holm,110.84817563388992,,,194,2.2
Noah Joel Sarenren Bazee,211.6863067969466,,,951,10.5
Noah Katterbach,,,363.233171096431,2443,27.1
Noah Loosli,,,489.3823074432493,346,3.8
Noah Mbamba,571.6666666666666,,,16,0.2
Noah Okafor,320.3144054048897,,,2199,24.4
Noah Pesch,47.61904761904761,,,6,0.1
Noah Sadiki,,223.0148619957537,,1412,15.7
Noah Weißhaupt,174.12746983271163,569.4751773049645,225.447746350002,2523,28.0
Noahkai Banks,,,440.40378996802315,1169,13.0
Noam Obougou Jacquet,150.87301587301587,,,31,0.3
Nobel Mendy,,,533.3833907261378,846,9.399999999999999
Noham Kamara,,,363.7176274018379,76,0.8
Nolan Mbemba,,279.1666666666667,,379,4.2
Nolan Roux,223.62209576259576,,,5605,62.300000000000004
Nolito,351.01199597629164,,,6879,76.5
Noni Madueke,337.59702753374665,,,4152,46.1
Norbert Gyömbér,,,447.30561949031704,6063,67.4
Nordan Mukiele,275.0,,,29,0.3
Nordi Mukiele,,,406.40541518249984,13500,149.9
Nordin Amrabat,200.94322285592125,,,1821,20.2
Nordine Kandil,456.0267676767677,140.0,,201,2.2
Norman Theuerkauf,,240.00000000000003,333.61939268461003,1281,14.2
Nouha Dicko,775.5102040816328,,,72,0.8
Noussair Mazraoui,,,388.9436345908308,5552,61.6
Noë Dussenne,41.656462585034014,,,84,0.9
Nuno Mendes,,,315.3857336782526,5729,63.6
Nuno Tavares,,,297.6963846111919,6180,68.7
Nuno da Costa,277.90570136269895,,,6309,70.2
Nunzio Lella,,24.0,,5,0.1
Nuri Şahin,,529.2306355776212,,3950,43.9
Nélson Semedo,,322.75668073136427,325.2923637544922,18906,210.1
Néstor Araujo,,,380.5321159579748,10613,118.0
Obite N'Dicka,,,388.9347997363068,18500,205.5
Odeluga Offiah,,,196.7922692734723,153,1.7
Odilon Kossounou,,,364.4660055226639,7002,77.7
Odion Ighalo,171.6141001855288,,,111,1.2000000000000002
Odsonne Édouard,318.94668788948917,,,5891,65.5
Oghenekaro Etebo,,283.7222222222222,343.42458400429416,2188,24.4
Ognjen Stijepović,0.0,,,6,0.1
Ohis Felix Uduokhai,,,474.6683106790134,11538,128.1
Oier Luengo,,,381.1804258120046,135,1.5
Oier Sanjurjo,,265.09205161169876,,5162,57.4
Oier Zarraga,169.9817251461988,274.9825652125652,316.8105206655932,3609,40.2
Oihan Sancet,373.7692699656203,,,10121,112.3
Okay Yokuşlu,,258.31726866957575,410.3304523513921,6555,72.8
Ola Aina,,,340.99135304887056,14173,157.5
Ola Solbakken,172.70531620055428,,,1285,14.3
Ola Toivonen,155.0908048612704,,,800,8.9
Oladapo Afolayan,247.7577159068756,,,1789,19.9
Olarenwaju Kayode,159.1814586299636,,,383,4.3
Olasagasti,193.68055555555551,327.62305764411025,,1732,19.2
Ole Käuper,,120.0,,73,0.8
Ole Pohlmann,145.86666666666667,,,54,0.6
Ole Selnæs,,436.5917620677446,,3727,41.4
Oleksandr Zinchenko,,,301.4911061153191,10104,112.2
Oliver Abildgaard,,215.7777777777778,152.2222222222222,599,6.699999999999999
Oliver Arblaster,,295.80952380952385,,943,10.5
Oliver Batista-Meier,50.0,,,13,0.1
Oliver Burke,277.2880081017234,,,5057,56.3
Oliver Fink,178.01746031746032,297.948717948718,,1730,19.2
Oliver Jensen,,181.33333333333337,,820,9.1
Oliver Kragl,,416.969696969697,,99,1.1
Oliver McBurnie,264.33994448933015,,,6830,75.9
Oliver Nielsen,,,479.17244090618703,339,3.8
Oliver Norwood,,343.602395411606,,6750,75.0
Oliver Scarles,,,423.6032368663947,797,8.9
Oliver Skipp,,225.2425220996504,,4974,55.300000000000004
Oliver Sonne,,,199.1929318245107,132,1.5
Oliver Sorg,,,439.87675293402845,3267,36.3
Oliver Zandén,,,239.3768512189565,146,1.6
Olivier Boscagli,,,420.8214981899192,1006,11.2
Olivier Deman,,,589.9178083052242,1432,15.899999999999999
Olivier Giroud,502.24092928599515,,,11005,122.3
Olivier Ntcham,,153.84615384615384,,120,1.3
Olivier Verdon,,,266.6666666666667,11,0.1
Ollie Watkins,417.5818108699759,,,16490,183.2
Omar Alderete,,,392.2650533941448,12033,133.6
Omar Colley,,,444.0069919183376,11254,125.10000000000001
Omar El Hilali,,,416.6295659504029,4410,48.9
Omar Falah,,,281.90476190476187,14,0.2
Omar Khailoti,,,529.7020328599276,28,0.3
Omar Marmoush,462.6265217031714,160.0,,8287,92.2
Omar Mascarell,,228.5412174825586,457.6290770381721,14693,163.3
Omar Ramos,123.11302657709048,,,1448,16.1
Omar Richards,,,360.9895487016861,438,4.9
Omar Traoré,,,278.4373915289022,5996,66.7
Omari Forson,282.82505668934243,,,293,3.3
Omari Hutchinson,233.82382527229842,,,3085,34.3
Omari Kellyman,100.6904761904762,,,37,0.4
Omenuke Mfulu,,,485.3201093056165,871,9.700000000000001
Ondrej Duda,242.22502378512024,407.58627628604864,,15227,169.3
Ondřej Petrák,,154.1851851851852,,1624,18.0
Onel Hernández,216.09449696184393,,,1384,15.4
Onur Bulut,129.2517006802721,,,39,0.4
Opa Nguette,254.4448557618536,,,5028,55.9
Opoku Ampomah,163.86103012633626,,,500,5.6
Orbelín Pineda,278.9507575757576,,,99,1.1
Orel Mangala,,319.5174600920741,,9586,106.5
Oriol Busquets,,156.96969696969694,,201,2.2
Oriol Rey,,190.40160642570282,,763,8.5
Oriol Romeu,65.27777777777779,297.3763246023593,,16861,187.4
Orji Okwonkwo,314.73897490030504,,,522,5.8
Orri Steinn Óskarsson,394.24761406394055,,,1057,11.8
Osame Sahraoui,393.81491636715145,,,1735,19.3
Oscar Bobb,317.2409742814505,,,786,8.8
Oscar Cortés,918.044217687075,,,44,0.5
Oscar Estupiñan,93.48956134177809,,,260,2.9
Oscar Fraulo,0.0,264.0,,51,0.6
Oscar Hiljemark,301.5266487815784,286.5263157894737,,2475,27.5
Oscar Højlund,,414.4583333333333,,992,11.0
Oscar Ureña,81.3611111111111,,,100,1.1
Oscar Vilhelmsson,252.9567555417228,,,1374,15.3
Oscar Wendt,,,307.3415046074333,8122,90.2
Oskar Buur,,,141.5873015873016,22,0.2
Osman Bukari,340.2096965770435,,,1012,11.2
Oswaldo Vizcarrondo,,,395.7810757259641,1715,19.1
Otavio Ataide,,,476.89276955830434,1118,12.4
Othmane Maamma,480.4304610733182,,,449,5.0
Otto Stange,41.66666666666667,,,16,0.2
Otávio,,215.2153014735631,,9276,103.0
Oualid El Hajjam,,,405.83793735724913,4207,46.7
Oumar Diakité,281.5735379312727,,,3213,35.7
Oumar Gonzalez,,,396.3853690169479,2578,28.6
Oumar Niasse,260.146597831969,,,2103,23.3
Oumar Solet,,,363.8621835056779,3149,35.1
Ousmane Camara,339.7108843537415,,390.74780903737525,2120,23.599999999999998
Ousmane Dembélé,566.837979878605,,,11108,123.5
Ousmane Toure,,,490.9885825675299,57,0.7
Oussama El Azzouzi,,361.0928961748634,,1112,12.399999999999999
Oussama Haddadi,,,344.22336594661897,5177,57.5
Oussama Idrissi,248.16746031746035,,,1056,11.7
Oussama Tannane,267.0559745637386,,,780,8.7
Oussama Targhalline,47.61904761904761,299.0175438596491,,2020,22.5
Ovie Ejaria,,298.0,,180,2.0
Owen Beck,,,472.3809523809523,8,0.1
Owen Bevan,,,34.28571428571428,9,0.1
Owen Otasowie,,472.0634920634921,,187,2.1
Ozan Kabak,,,415.73273932219513,10952,121.6
Ozan Tufan,,298.054054054054,,334,3.7
Pablo,,,455.4866921917618,6476,71.9
Pablo Agudín,47.227777777777774,,,70,0.8
Pablo Barrios,,392.76008331646665,,5911,65.7
Pablo Busto,,,403.9164578111946,44,0.5
Pablo Chavarría,222.94963194507284,,,2182,24.2
Pablo Durán,283.57646017387435,100.0,,2076,23.1
Pablo Fornals,257.24721266516514,647.7959679061705,,18931,210.3
Pablo Galdames Millán,,356.31721580373704,,1773,19.7
Pablo Garcia,116.26948051948052,,,333,3.6999999999999997
Pablo Gozalbez,8.7,,,103,1.1
Pablo Hernández,,560.6256583105119,,2246,24.9
Pablo Hervías,221.26739515537452,,204.02399032406888,2561,28.5
Pablo Ibáñez,262.76542658730165,321.1057287137342,,4495,49.900000000000006
Pablo Insua,,,349.60541047666896,2390,26.5
Pablo Maffeo,,,339.33972949988043,16055,178.4
Pablo Martinez,,,436.98114395067614,7809,86.8
Pablo Martínez,,395.9544762695447,231.11111111111111,1281,14.3
Pablo Marí,,,441.9800821553356,11169,124.2
Pablo Marín,175.03449699699704,412.8019323671498,,2265,25.200000000000003
Pablo Muñoz,80.0,,,12,0.1
Pablo Pagis,496.7194796061884,147.77777777777777,,877,9.700000000000001
Pablo Piatti,190.16803113465022,,317.037037037037,3210,35.7
Pablo Rodríguez,129.2517006802721,,,54,0.6
Pablo Rosario,,356.5753582752524,,8308,92.2
Pablo Saenz,80.0,,,19,0.2
Pablo Sarabia,451.1672949009558,,,11319,125.7
Pablo Torre,351.9734818998824,664.7342995169083,,1780,19.7
Pablo Zabaleta,,,444.314075101535,5973,66.3
Pablo de Blasis,195.70317788951337,,270.58349728230996,4866,54.099999999999994
Paco Alcácer,495.8148669484149,,,5691,63.3
Paco Sanz,,,274.51659451659447,24,0.3
Paik Seung-ho,64.1642371234208,,,60,0.7
Palkó Dárdai,97.92080934938078,,,140,1.6
Panagiotis Retsos,,,400.60090970996504,2311,25.8
Panagiotis Tachtsidis,,412.8849028400598,,2003,22.3
Panos Katseris,300.4123015873016,,320.4299672902214,1171,13.0
Pantelis Hatzidiakos,,,392.65461900364943,856,9.5
Paolo Bartolomei,,534.7037037037038,,320,3.6
Paolo Cannavaro,,,406.1219715956558,1443,16.0
Paolo Faragò,286.1111111111111,363.4567901234568,416.96558454862793,5911,65.7
Paolo Ghiglione,,,285.1113880422423,4903,54.5
Paolo Gozzi Iweru,,,416.7953216374268,90,1.0
Paolo Lebas,,116.8888888888889,,55,0.6
Paolo Sammarco,,376.72131147540983,,553,6.1
Papa Amadou Diallo,283.40166594134854,,,889,9.9
Papa Ba,,113.33333333333334,,48,0.5
Papa Ndiaga Yade,391.1625911625912,,295.8115828291267,2265,25.1
Papakouli Diop,,233.00905633806033,,8133,90.2
Pape Abou Cissé,,,447.0146795560329,1260,14.0
Pape Cabral,,146.66666666666666,,77,0.9
Pape Cheikh Diop,,255.77192549648453,157.2222222222222,2189,24.299999999999997
Pape Daouda Diongue,,424.4444444444444,,78,0.9
Pape Gueye,,377.42883038912663,,9014,100.2
Pape Matar Sarr,,414.85841448303427,559.5692431561998,8632,96.0
Pape Souaré,,,83.80952380952381,9,0.1
Papu Gómez,438.69845585976674,,,12961,144.1
Papy Djilobodji,,,444.8639376218323,2874,31.9
Paris Brunner,96.63079777365492,,,98,1.1
Pascal Groß,372.75039647088914,685.0733122494429,,20403,226.70000000000002
Pascal Klemens,,,304.734563681932,90,1.0
Pascal Köpke,222.73783359497648,,,195,2.1
Pascal Stenzel,,,363.4405715323914,7358,81.8
Pascal Struijk,,,443.2184752975297,7599,84.4
Pascu,47.61904761904761,,38.095238095238095,24,0.30000000000000004
Pasquale Mazzocchi,,,285.9454756469122,6894,76.60000000000001
Pasquale Schiattarella,,504.1444039779765,,6078,67.6
Pathé Ciss,,251.5366763669696,430.92268330872923,7145,79.4
Pathé Mboup,217.39997480473676,,,675,7.5
Patric,,,327.33646891345984,10310,114.6
Patric Pfeiffer,,,475.4025414413225,511,5.7
Patrice Evra,,,392.6632650001071,577,6.4
Patrice Čović,,340.8,,223,2.5
Patrick Bamford,408.0612859769517,,,5124,56.9
Patrick Berg,,315.39215686274514,,332,3.6999999999999997
Patrick Burner,,,348.41003354139343,5000,55.5
Patrick Ciurria,182.29953542392565,,209.80989228597673,5462,60.7
Patrick Cutrone,261.4129288475655,,,8686,96.5
Patrick Dorgu,,,312.0996678035191,5051,56.099999999999994
Patrick Erras,123.8095238095238,,430.48425224399455,2080,23.1
Patrick Herrmann,340.4990916937557,,221.48668930623816,5536,61.5
Patrick Mainka,,,505.50289449112984,7470,83.0
Patrick Osterhage,,254.82284202105234,,6386,71.0
Patrick Ouotro,95.23809523809524,,,8,0.1
Patrick Roberts,151.37690198384493,,,669,7.5
Patrick Twumasi,150.056432748538,,,170,1.9
Patrick Wimmer,332.13659839838175,,,6844,76.0
Patrick van Aanholt,,,331.98625953993024,9663,107.39999999999999
Patrik Schick,459.4325708624406,,,12084,134.2
Patrizio Masini,,213.7691713560631,,2494,27.700000000000003
Patson Daka,298.74422180898335,,,3082,34.3
Pau Cabanes,329.9357583774251,,,351,3.9000000000000004
Pau Cubarsí,,,345.66263070923264,5383,59.800000000000004
Pau Navarro,,,388.7863098455756,1423,15.799999999999999
Pau Torres,,,345.2664467661927,17340,192.6
Pau Victor,689.9138861893963,,,319,3.5
Paul Akouokou,,200.4720952708569,594.954052603328,1694,18.8
Paul Baysse,,,436.97871505037796,6292,69.9
Paul Dummett,,,390.274926164155,6293,69.8
Paul Hennrich,50.0,,,12,0.1
Paul Jaeckel,,,383.83582395446854,3747,41.6
Paul Joly,,,512.6907546644388,1876,20.799999999999997
Paul Lasne,,385.68241892608637,469.6620940866466,8603,95.6
Paul Nebel,303.1809615033753,161.11111111111114,,3518,39.1
Paul Onuachu,229.19436853563835,,,1457,16.2
Paul Pogba,264.3518518518519,586.2301410191304,,9802,109.0
Paul Seguin,385.4413522984953,399.1452991452992,,2799,31.099999999999998
Paul Verhaegh,,,329.61138478379854,2794,31.0
Paul Wade,,,144.44444444444446,8,0.1
Paul Wanner,197.5477336093302,,,1835,20.4
Paul-Georges Ntep,176.4513002081924,,,676,7.5
Paulinho,411.1696419967164,447.7160493827161,,3794,42.1
Paulino,52.72108843537416,,,75,0.8
Paulo Azzi,,,337.1237254602633,1376,15.3
Paulo Dybala,536.099789174718,,,15515,172.2
Paulo Oliveira,,,418.6153137226445,9190,102.0
Paulo Otávio,,,509.3596988214702,4520,50.2
Pavel Kadeřábek,185.95049750319072,,269.93960343594733,15618,173.5
Pavel Šulc,599.0762156714537,,,807,9.0
Paweł Dawidowicz,,,392.1072038922248,9371,104.1
Paweł Jaroszyński,,,391.6422048090869,2673,29.7
Paweł Olkowski,,,416.3229892914103,450,5.0
Paxten Aaronson,250.81820839978735,,,274,3.0
Pedri,354.459742917014,734.8737116264606,,10728,119.2
Pedro,354.0994809454673,,,11896,132.2
Pedro Alcalá,,,432.84434863883035,3466,38.6
Pedro Benito,31.74603174603175,,,31,0.3
Pedro Bigas,,,379.5529904086946,9423,104.6
Pedro Brazão,161.66666666666669,,,14,0.2
Pedro Chirivella,,340.06086967367145,,11887,132.0
Pedro Díaz,227.53424807657902,,,2037,22.7
Pedro Fernandez,117.00680272108846,,,92,1.0
Pedro León,258.4408823606137,,,4185,46.5
Pedro Lima,,,274.8378522062733,70,0.8
Pedro López Muñoz,,,338.6894723172606,3126,34.8
Pedro Mendes,,,414.90007349066224,8553,95.0
Pedro Mosquera,,300.22703263535186,,3446,38.3
Pedro Neto,324.9129810861299,,,10074,111.8
Pedro Obiang,,283.2679146507645,,7163,79.5
Pedro Ortiz,,620.0000000000001,,7,0.1
Pedro Pereira,,,291.8683517196504,7820,86.8
Pedro Porro,,,362.16196472638063,11108,123.5
Pedro Rebocho,,,323.4298073086536,4961,55.1
Peio Canales,154.65287356321838,,,259,2.9
Pejiño,236.85061008530397,,,520,5.8
Pelayo Fernandez,,,278.1501411932034,143,1.6
Pelly Ruddock Mpanzu,,193.87978142076503,,1101,12.2
Pelé,,239.74358974358975,,469,5.2
Pep Biel,208.49027777777775,,,285,3.2
Pep Chavarría,294.0259664841547,,326.0112438072333,5580,62.0
Pepe Sánchez,,,360.7731449836713,253,2.8
Pepín,,400.77037037037036,,1441,16.1
Peque,243.34058722045,,,1663,18.5
Per Ciljan Skjelbred,,221.78220509575806,,4808,53.5
Per Mertesacker,,,402.9276443140371,366,4.1
Percy Prado,,,324.7420137645701,185,2.1
Percy Tau,318.83116883116884,,,103,1.1
Pere Milla,309.2272370709264,,,7269,80.9
Pere Pons,,266.32108447987986,,8991,99.89999999999999
Perr Schuurs,,,366.868851715853,3096,34.4
Peru Nolaskoain,,,508.15885868517444,474,5.3
Pervis Estupiñán,,,328.47952177115843,12486,138.7
Petar Brlek,,214.35897435897436,,232,2.6
Petar Mićin,0.0,,,15,0.2
Petar Musa,327.5065300381755,,,715,7.9
Petar Stojanović,,,336.1180479578719,4265,47.4
Petar Sucic,320.2981103552532,,,753,8.4
Petar Škuletić,403.6175781364125,,,943,10.5
Peter Ankersen,,,277.95307477733877,1063,11.8
Peter Crouch,253.35200389223377,,,1659,18.4
Peter González,251.34244506561063,,,1153,12.8
Peter Pekarík,,,340.74825601562765,6493,72.1
Petko Hristov,,,388.5295707218297,1613,18.0
Phil Bardsley,,,421.67869781981835,4959,55.1
Phil Foden,511.95104018718473,,,12730,141.3
Phil Harres,357.5093251770992,,,1544,17.2
Phil Jagielka,,,443.25933575377263,3166,35.1
Phil Jones,,,484.72556345564203,3534,39.199999999999996
Philip Ankhrah,0.0,,,13,0.1
Philip Billing,328.8387800819253,299.1239202556777,,10025,111.3
Philipp Bargfrede,,229.41186671621455,412.64814814814815,3551,39.5
Philipp Förster,316.1369516351777,,,4170,46.3
Philipp Hofmann,260.30817836048107,,,6479,72.0
Philipp Klement,,701.2318029115343,,759,8.5
Philipp Lienhart,,,401.0224444252653,16543,184.0
Philipp Max,,,250.14174327108339,10278,114.2
Philipp Ochs,193.0272108843537,,,73,0.8
Philipp Sander,,270.21367521367523,472.3093887838689,2231,24.799999999999997
Philipp Treu,,312.5833333333333,230.90852130325817,3744,41.6
Philippe Coutinho,527.1301916358857,320.0,,9133,101.60000000000001
Philippe Koffi,238.85685491127668,,,375,4.2
Philippe Sandler,,,557.7762588288905,70,0.8
Phillip Tietz,355.61782173005145,,,4266,47.4
Phillipp Mwene,,,315.5149125625473,7903,87.8
Pica,,,437.9140689188537,499,5.5
Piero Hincapié,,,391.3049865241455,9020,100.3
Pierre Cornud,,,448.4085213032581,576,6.4
Pierre Ekwah Elimby,,245.2214452214452,,2575,28.6
Pierre Højbjerg,,388.0891148530365,,22026,244.9
Pierre Kalulu,,,348.7673167590652,9370,104.2
Pierre Kunde,,308.17939080222664,,4665,51.8
Pierre Lees-Melou,,433.6798833464847,,19740,219.3
Pierre-Emerick Aubameyang,509.44005688761905,,,16916,187.8
Pierre-Yves Hamel,151.45143307995733,,,1480,16.4
Pierre-Yves Polomat,,,312.1274885326523,950,10.6
Pierrick Capelle,,411.1919875149092,338.9097948122338,10692,118.9
Pierrick Valdivia,,181.66666666666663,581.1111111111111,99,1.1
Pietro Ceccaroni,,,473.80779343345694,3165,35.2
Pietro Comuzzo,,,464.07363581996884,2893,32.1
Pietro Iemmello,277.6825242568683,,,880,9.8
Pietro Pellegri,303.9926557688911,,,2600,29.0
Pione Sisto,300.00411469645644,,,4252,47.3
Piotr Zieliński,393.32825841736053,550.1879994861451,,17693,196.5
Pipa,,,365.5308654712825,473,5.3
Pirmin Schwegler,,505.77485821671866,,4394,48.900000000000006
Plamedi Nsingi,,,56.111111111111114,16,0.2
Pol Lirola,196.5277777777778,,266.7903685549188,14347,159.6
Pol Lozano,,251.73917985454406,354.44444444444446,3226,35.800000000000004
Pontus Almqvist,185.3920036507082,,267.98355640460903,3569,39.699999999999996
Pontus Jansson,,,400.16842807108105,4045,44.9
Portu,284.8413814299482,,,16293,181.2
Presnel Kimpembe,,,373.4543970163167,11285,125.4
Prince Oniangué,,219.49430199430202,,3399,37.7
Prince-Désir Gouano,,,421.37484143476985,5636,62.6
Prosper Peter,380.80997093673153,35.111111111111114,,664,7.3999999999999995
Przemysław Frankowski,,,302.31153820170573,9673,107.5
Przemysław Płacheta,120.51554907677357,,,504,5.6
Przemysław Szymiński,,,246.66666666666669,9,0.1
Przemysław Wiśniewski,,,414.53395979711775,1003,11.1
Préjuce Nakoulma,277.9810090702948,,,1148,12.8
Përparim Hetemaj,,310.4378379107174,,6783,75.4
Qazim Laçi,,390.0,,212,2.4
Quentin Bernard,,,407.15312089748176,630,7.0
Quentin Boisgard,268.1466413567735,419.63254593175856,,3781,41.9
Quentin Cornette,224.30221339124031,,,1006,11.2
Quentin Merlin,,,301.877441678125,8315,92.5
Quentin Ndjantou Mbitcha,434.9702380952382,,,360,4.0
Quilindschy Hartman,,,383.0013512528525,1337,14.9
Quincy Promes,297.77846492132204,,,1583,17.6
Quini,,,333.9344499237841,4213,46.8
Quique,108.43240376072455,,,657,7.300000000000001
Rabbi Matondo,159.2347293127497,,,1571,17.4
Rabby Nzingoula,,395.3390070921986,397.7610693400167,1873,20.900000000000002
Rachad Fettal,242.8571428571429,,,17,0.2
Rachid Alioui,237.0477134282878,,,2830,31.499999999999996
Rachid Ghezzal,239.94015229556695,,,2719,30.3
Racine Coly,,250.0,362.7527449095863,1786,19.9
Radamel Falcao,428.6729936338179,,,6547,72.7
Rade Krunić,297.1809644059644,347.5768567170488,,7792,86.5
Radja Nainggolan,295.1169531678923,,,8538,94.9
Radu Drăgușin,,,402.81748125211794,4499,50.0
Rafa Marín,,,363.90305624653973,3654,40.6
Rafa Mir,349.5446374933165,,,8357,92.9
Rafa Navarro,,,258.57532720690614,134,1.5
Rafa Soares,,,258.5922478153055,1569,17.4
Rafael,,,365.8835102922146,3535,39.300000000000004
Rafael Bauza,,127.13333333333335,,183,2.0
Rafael Borré,330.6311136688121,,,4447,49.4
Rafael Czichos,,,447.5619173352978,5868,65.2
Rafael Gonçalves,,312.09876543209873,,239,2.7
Rafael Leão,489.8976822423463,,,15134,168.1
Rafael Ratão,348.3777858500465,,,1851,20.6
Rafael Tolói,,,383.400673650674,14991,166.6
Rafał Kurzawa,270.55901290557375,,,239,2.7
Raffael,416.35620990210356,,,2678,29.7
Raffaele Maiello,,291.98237885462555,,2043,22.7
Raffaele Palladino,334.90769230769234,,,231,2.6
Rafik Belghali,,,249.3558854020985,1105,12.3
Rafik Guitane,169.99999999999997,,,16,0.2
Rafik Messali,,,404.6334955034646,589,6.6
Rafik Zekhnini,95.23809523809524,,,11,0.1
Rafiki Said,229.25396825396825,,,122,1.4
Rafinha,233.88504581224942,466.3254607400022,315.9385226821098,8946,99.5
Ragnar Ache,377.95421093279606,,,897,10.0
Ragnar Klavan,,,370.1131498883397,5805,64.6
Raheem Sterling,506.6128262329492,,,17040,189.3
Rahim Bonkano,,,365.82848196607,1144,12.7
Rai Vloet,235.0079365079365,,,122,1.4
Raimane Daou,,,396.6137566137566,25,0.3
Raimonds Krollis,260.2040816326531,,,36,0.4
Rajiv van La Parra,148.6090779490418,,,2542,28.2
Rajko Brežančić,,,69.9237270665842,67,0.7
Ramadan Sobhi,198.30769989155084,,,1317,14.700000000000001
Raman Chibsah,,234.94104751747838,,3670,40.7
Ramiro Funes Mori,,,398.1127034565951,3928,43.6
Ramiro Guerra,,306.66666666666663,,71,0.8
Ramon Azeez,,154.25245835841864,,1462,16.2
Ramon Hendriks,,,361.30766323084697,1793,19.9
Ramy Bensebaini,,,427.7384206149334,16165,179.6
Ramzi Aya,,,128.6310726310726,135,1.5
Ramón Martínez,,,319.05353771052495,363,4.0
Ramón Sosa,388.6481596005406,,,295,3.3
Ramón Terrats,219.11585097001768,369.4509546966444,,3419,38.0
Randal Kolo Muani,398.2236821324948,,,12281,136.6
Randy Nteka,194.3256220843302,,,4046,45.0
Rani Khedira,,183.32787610460392,395.3882626190723,20313,225.70000000000002
Ransford Königsdörffer,227.69994113673,,,1018,11.3
Raoul Bellanova,,,186.22431152280356,9532,105.89999999999999
Raphael Dwamena,275.3401360544217,,,222,2.5
Raphael Framberger,,,397.13587034663334,4983,55.4
Raphael Le Guen,,,49.523809523809526,5,0.1
Raphaël Guerreiro,470.98032264585424,,260.6363621917428,13864,153.9
Raphaël Varane,,,366.40779731052044,15730,174.8
Raphinha,553.2279882893932,,,14348,159.4
Rareş Ilie,279.40694444444443,,,161,1.7000000000000002
Rareș-Cătălin Burnete,194.00396825396828,,,36,0.4
Rasmus Carstensen,,,391.8041480512876,1659,18.4
Rasmus Højlund,349.34195329770523,,,6836,76.0
Rasmus Kristensen,,,373.21167126609663,7092,78.8
Rasmus Nicolaisen,,,424.5570395551102,7766,86.3
Rassoul Ndiaye,251.33240740740743,249.77693356711475,,2671,29.6
Rav van den Berg,,,396.70843776106926,500,5.6
Ravel Morrison,160.0,,,13,0.1
Rayan Aït-Nouri,,,327.60353530655703,11476,127.5
Rayan Cherki,421.4828902276372,,,7467,83.10000000000001
Rayan Fofana,203.24792139077852,,,479,5.3
Rayan Philippe,206.40249186094192,,,1042,11.5
Rayan Raveloson,,222.16666666666669,374.67570159967823,3155,35.0
Rayan Souici,,60.0,167.61904761904765,17,0.2
Raúl,284.5987221852224,,,2714,30.2
Raúl Albentosa,,,378.9568266182483,1748,19.4
Raúl Albiol,,,365.92203230028383,18914,210.2
Raúl Asencio,,,371.9200108641834,2434,27.1
Raúl Bobadilla,199.8673469387755,,,449,5.0
Raúl Chasco,,,268.1035923141186,130,1.4
Raúl García,332.97517193541313,,359.42744968147446,17179,190.8
Raúl Guti,,195.7465719789457,,5606,62.300000000000004
Raúl Jiménez,343.88181959533597,,,15408,171.2
Raúl Moro,226.72023532023528,,,2553,28.3
Raúl Navas,,,426.4077964427745,3980,44.3
Raúl Parra,,,259.36037955852197,398,4.4
Raúl Torrente,,,410.78982287007415,2532,28.1
Raúl de Tomás,363.1059484829661,,329.5238095238095,8901,98.8
Recio,242.15518470974183,304.79902262863726,,5426,60.3
Reda Belahyane,,319.4142028985508,437.0048309178744,2337,25.9
Reda Khadra,142.59030851513418,,,1654,18.5
Redwan Bourles,44.44444444444444,,,16,0.2
Reece Burke,,,381.4946787258,1660,18.4
Reece James,,,308.35209448648584,9592,106.6
Reece Oxford,,57.333333333333336,479.0921713678868,5493,61.0
Reinhold Yabo,134.1374269005848,,,647,7.2
Reinier,261.8089740623972,,,2125,23.700000000000003
Reinildo Mandava,,,388.11660321119854,10760,119.5
Reiss Nelson,318.41863405297954,,,2510,27.9
