Player,OffScore_mean,MidScore_mean,DefScore_mean,Min,90s,MainScore_mean
Josep Señé,,,,150,1.7,
Joseph Aidoo,,,597.5890578083854,10735,119.30000000000001,606.36
Joseph Hodge,,,,175,1.9,
Joseph Johnson,,,,77,0.9,
Joseph Liteta,,,,97,1.1,
Joseph Nduquidi,,188.77398737110028,,758,8.4,2.7
Joseph Nonge,,,,24,0.3,
Joseph Okumu,,,797.9342599805481,3438,38.2,942.55
Josh Benson,,,,264,2.9,
Josh Brownhill,,382.031935726118,,8825,98.0,359.775
Josh Cullen,,527.7303136681561,,3579,39.8,674.75
Josh Dasilva,433.34453462202185,,,1670,18.6,446.5
Josh Doig,,,487.9759643527798,4874,54.1,291.05
Josh Laurent,,,664.2737770807244,1060,11.8,823.1
Josh Maja,456.1101407507579,,,2556,28.4,460.06666666666666
Josh Martin,,,,37,0.4,
Josh Murphy,395.55964718601615,,,1817,20.2,356.8
Josh Onomah,,,,389,4.4,
Josh Sargent,285.95534676746394,,,5706,63.400000000000006,205.96666666666667
Josh Sims,,,,375,4.2,
Josh Tymon,,,,163,1.8,
Josh Wilson-Esbrand,,,455.5244046772165,461,5.1,100.9
Josha Vagnoman,,,386.1605133991612,5471,60.699999999999996,44.825
Joshua Acheampong,,,634.2469862433902,646,7.2,733.0
Joshua Brenet,,,548.0876551856909,906,10.1,265.0
Joshua Kimmich,,880.3725148841058,487.2585913200769,21756,241.8,792.0555555555555
Joshua King,360.3037009376174,,,12494,138.8,364.4166666666667
Joshua M'Bahia,,,,14,0.2,
Joshua Mees,,,,330,3.7,
Joshua Zirkzee,441.9563810833487,,,5975,66.4,556.375
Josip Brekalo,428.2140240087492,,,10430,115.9,484.175
Josip Drmić,487.0113525105786,,,1336,14.9,548.85
Josip Elez,,,588.7488331164789,1420,15.8,350.5
Josip Iličić,864.8299850461856,,,8177,90.8,983.04
Josip Juranović,,,431.25309039545186,3434,38.2,115.0
Josip Stanišić,,,591.2392064747216,4248,47.2,537.78
Josuha Guilavogui,,513.6324301670252,743.1581418261758,10645,118.2,683.3000000000001
Josué Albert,,,,22,0.2,
Josué Casimir,246.9350834544072,,,5019,55.8,127.03333333333332
Josué Homawoo,,,,45,0.5,
José Alonso Lara,,,,10,0.1,
José Antonio,,,,46,0.5,
José Antonio Miranda,,,,26,0.3,
José Arnaiz,321.0543170673182,,,2309,25.700000000000003,250.9
José Callejón,418.0650083086413,565.4717517137943,,10825,120.2,509.76666666666665
José Campaña,,737.4929644566099,,12630,140.4,921.5500000000001
José Carlos González,,,,11,0.1,
José Carlos Lazo,,,,179,2.0,
José Fonte,,,542.6768947173967,15200,168.9,276.5833333333333
José Fontán,,,648.2560048849529,928,10.3,799.5
José Gragera,,200.4892776323805,806.8319389840194,1029,11.399999999999999,459.9
José Holebas,,,523.6584269615778,5800,64.5,230.1
José Izquierdo,304.476733112082,,,2788,30.900000000000002,245.35
José Juan Macías,,,,201,2.2,
José Luis García Vayá,,508.93503755449194,,8381,93.2,628.425
José Luis Gayà,,,560.6442372543747,20247,225.0,452.6333333333334
José Luis Morales,519.1624639544015,,,16488,183.2,691.4142857142857
José Luis Palomino,,,742.8300911955757,13687,152.1,908.6857142857143
José Luis Rodríguez,,,,22,0.2,
José Manuel Jurado,,546.1121958389343,,1501,16.7,713.6
José Mari,,,609.9140822819054,2248,25.0,312.5
José Martínez,,,541.6169958326476,1191,13.2,370.7
José María Giménez,,,581.1980817453633,15316,170.1,517.3888888888889
José Mauri,,,,221,2.4,
José Pozo,397.57433682203566,,,1796,20.0,361.8
José Salinas,,,,141,1.6,
José Ángel,,,560.1714169575981,9798,108.8,402.24
Jota,251.58886118359996,541.6033871325991,,2735,30.3,422.5
Jota Silva,455.8944884348176,,,866,9.6,581.7
Jovan Milošević,,,,28,0.3,
Jovane Cabral,325.11329352538326,,,868,9.6,159.0
Jozabed,,495.89646402268676,,2628,29.2,507.0
Jozhua Vertrouwd,,,,207,2.3,
João Cancelo,,,618.5934965833308,15432,171.5,629.9375
João Costa,,,,14,0.2,
João Ferreira,,,754.5626795145436,1822,20.2,946.4
João Félix,588.6889831820264,,,8840,98.2,764.7571428571429
João Gomes,,374.5871539896481,,7870,87.39999999999999,301.875
João Moutinho,,679.6438981227734,,16279,180.8,849.6833333333334
João Mário,455.62521805681746,,,2658,29.6,488.09999999999997
João Mário Lopes,,,,258,2.9,
João Neves,617.8220705349454,860.1900464307018,,2568,28.5,866.0999999999999
João Palhinha,,353.18556366161874,831.9681659803612,7784,86.5,413.4
João Pedro,419.2560743898765,,,21125,234.6,477.68888888888887
João Victor,,,639.6649470223231,842,9.4,628.5
Joél Drakes-Thomas,,,,9,0.1,
Joël Matip,,,661.5631382035093,9591,106.6,772.0
Joël Piroe,,,,209,2.3,
Joël Schingtienne,,,567.5429986407701,1122,12.5,435.1
Joël Schmied,,,569.288021819112,795,8.8,452.4
Joël Veltman,,,665.0697529912907,11215,124.5,769.3833333333333
Joško Gvardiol,,,636.3738481218944,11486,127.7,714.0600000000001
Juan Aguilera,,,,344,3.8,
Juan Arango,,,,8,0.1,
Juan Bernat,175.6752166242712,,500.3135348561315,7823,87.0,157.85
Juan Berrocal,,,464.2741772128148,1063,11.8,178.2
Juan Brunet,,,,24,0.3,
Juan Brunetta,486.7404924067113,,,475,5.3,657.0
Juan Carlos,,,,291,3.2,
Juan Cruz,333.0878496593346,,,2627,29.200000000000003,287.6
Juan Cruz Armada,,,412.3676642034305,9697,107.7,91.95
Juan Cuadrado,508.36529875081607,,527.8457294157561,13393,148.8,403.2142857142857
Juan David Cabal,,,556.1245293854382,2574,28.5,479.9
Juan Ferney Otero,246.9335778350491,,,3377,37.6,89.55
Juan Foyth,,,700.3015628662689,9406,104.7,884.3714285714286
Juan Hernández,,,,87,1.0,
Juan Herzog,,,608.5238946862082,1607,17.8,642.2
Juan Ignacio Ramírez,,,,126,1.4,
Juan Jesus,,,629.5514478621992,9658,107.2,613.6714285714286
Juan Larios,,,,152,1.7,
Juan Manuel Ramos,,,,294,3.3,
Juan Manuel Valencia,,,,28,0.3,
Juan Mata,403.39109783088367,,,4713,52.4,469.05
Juan Miranda,,,557.7089687967162,10090,112.2,465.2857142857143
Juan Perea,,,,418,4.6,
Juan Rodríguez,,,817.738358549053,470,5.2,988.1
Juan Sánchez Miño,,,391.2684481581205,495,5.5,37.5
Juan Villar,,,,240,2.7,
Juanfran,,,566.6497199489675,7432,82.6,372.925
Juanjo Camacho,,,,37,0.4,
Juanjo Narváez,,,,452,5.0,
Juankar,,,735.4505298134551,784,8.7,860.6
Juanlu Sánchez,,725.2010609436898,612.3579266129553,3983,44.2,740.0333333333333
Juanmi,421.4509850296559,,,8909,98.89999999999999,502.34285714285716
Juanmi Latasa,259.25210673178776,,,3410,37.900000000000006,138.13333333333333
Juanpe,,,604.736056965528,8731,97.0,554.9399999999999
Juanpi,434.26078344357353,593.0588471145746,,1280,14.2,612.1500000000001
Jubal,,,669.7753549072053,5857,65.0,709.75
Jude Bellingham,781.7510896396143,713.1075054288858,,13083,145.3,930.9666666666667
Julen Lobete,,,,284,3.2,
Jules Iloki,237.9920293835807,,,1421,15.8,69.8
Jules Keita,627.5502103675478,,,614,6.8999999999999995,833.3
Jules Koundé,,,535.6503944833435,22200,246.8,324.1
Julian Araujo,,,517.2355260500527,1959,21.7,361.59999999999997
Julian Baumgartlinger,,421.7525574823841,401.26012854179646,6457,71.8,309.54
Julian Brandt,679.289670713349,,,18449,204.9,822.0111111111112
Julian Chabot,,,744.6159960615643,10785,119.7,899.3714285714286
Julian Draxler,630.5043889182409,851.0359776668868,,6048,67.1,862.6200000000001
Julian Eitschberger,,,,45,0.5,
Julian Green,151.6322833918884,,,1054,11.7,14.2
Julian Jeanvier,,,606.4277641756983,1760,19.6,502.5
Julian Justvan,488.8554033957378,,,1072,11.9,528.2
Julian Korb,,,677.2271848104458,3342,37.2,598.0
Julian Kristoffersen,,,,25,0.30000000000000004,
Julian Niehues,,356.60673534683417,,849,9.4,234.1
Julian Palmieri,,,638.0334868772746,1127,12.5,330.2
Julian Ryerson,,,472.9988361312441,10288,114.30000000000001,185.12857142857143
Julian Schieber,,,,357,4.0,
Julian Schuster,,,552.3414376607665,1308,14.5,174.6
Julian Weigl,,301.6063265122398,646.9032185366758,11957,132.8,283.03333333333336
Julien Duranville,,,,324,3.5,
Julien Faussurier,386.54509555254936,,531.0128325074238,3424,38.0,266.46666666666664
Julien Féret,,615.3611043256371,,3060,34.0,739.9
Julien Ielsch,,392.9188914193923,,616,6.8,272.1
Julien Laporte,,,674.1562233808538,9022,100.2,718.475
Julien Le Cardinal,,,766.1950528953826,2402,26.6,883.0
Julien López,,,,45,0.5,
Julien Ngoy,,,,20,0.2,
Julien Ponceau,,655.434710975768,,3899,43.3,809.25
Julien Serrano,,,,399,4.4,
Julio Enciso,516.6253457462417,,,3123,34.8,613.7
Julio Gracia,,,,23,0.3,
Julio Soler,,,,46,0.5,
Julio Villalba,,,,8,0.1,
Julius Beck,,,,10,0.1,
Julián Chicco,,,,302,3.4,
Julián Malatini,,,787.587656873497,1155,12.8,975.95
Julián Vignolo,,,,44,0.5,
Julián Álvarez,621.6197589535477,,,7993,88.8,854.175
Juninho Bacuna,,514.3750577338951,,1412,15.7,590.5
Junior Adamu,344.2223225151262,,,2096,23.4,325.8
Junior Ajayi,,,,13,0.1,
Junior Diaz,,,601.9009253442205,649,7.2,479.6
Junior Dina Ebimbe,339.7968046700511,,599.5664148582548,6121,68.0,378.56666666666666
Junior Firpo,,,634.6327211246397,8047,89.4,666.4166666666666
Junior Hoilett,274.82478425250747,,,2141,23.8,120.6
Junior Messias,380.4904226450683,,,8162,90.60000000000001,359.6
Junior Mwanga,,428.7756820254197,,4048,45.0,384.09999999999997
Junior Ndiaye,,,,441,4.9,
Junior Sambia,417.84018055211243,,471.9459534719349,9153,101.6,209.54285714285714
Junior Stanislas,488.00895648267215,,,3090,34.4,592.9666666666667
Junya Ito,417.3845135591548,,,8320,92.5,443.8666666666666
Juraj Kucka,,492.9643429464615,,7721,85.8,539.7
Jurgen Ekkelenkamp,399.38675227440285,443.7863448000556,,3643,40.5,400.5333333333333
Jurriën Timber,,,529.8319224664988,4129,45.9,374.5
Justin Bourgault,,,,138,1.5999999999999999,
Justin Che,,,,41,0.5,
Justin Devenny,263.91973215252057,609.9417734521118,,1020,11.3,503.59999999999997
Justin Diehl,,,,289,3.3,
Justin Hoogma,,,,381,4.2,
Justin Kluivert,470.3635294562742,,,12177,135.3,557.8
Justin Njinmah,512.6244430811834,,,2654,29.5,657.5333333333333
Justin Smith,,,,209,2.3,
Justin-Noël Kalumba,,,314.42959847800125,801,8.899999999999999,5.0
Jusuf Gazibegović,,,,23,0.3,
Jáder Durán,626.2752582491216,,,1249,13.899999999999999,862.9
Jérémie Bela,,,384.1699546540495,946,10.600000000000001,37.8
Jérémie Porsan-Clémenté,,,,89,1.0,
Jérémy Blayac,499.1462507625321,,,917,10.2,630.8
Jérémy Cordoval,,,582.57004552743,919,10.2,190.8
Jérémy Grimm,,349.6577324559781,,976,10.9,152.7
Jérémy Gélin,,,577.3901648492324,4517,50.2,273.46666666666664
Jérémy Jacquet,,,701.0082827744284,2608,29.0,775.2
Jérémy Le Douaron,413.33375801593024,,,6053,67.3,412.675
Jérémy Morel,,,571.1075070164841,8883,98.7,341.38
Jérémy Pied,,,686.2188275451999,1430,15.8,640.95
Jérémy Sebas,,,,589,6.5,
Jérémy Sorbon,,,555.486570166016,5257,58.4,184.65
Jérémy Toulalan,,,689.9609208984555,1890,21.0,508.8
Jérôme Boateng,,,594.117554281356,9785,108.7,440.23999999999995
Jérôme Gondorf,363.09015311381944,681.3443179722851,,2213,24.6,553.0
Jérôme Hergault,,,526.5345474154091,1977,22.0,232.9
Jérôme Onguéné,,,,181,2.0,
Jérôme Phojo,,,,6,0.1,
Jérôme Roussillon,,,477.3961810675807,11576,128.6,174.31428571428572
Jóan Símun Edmundsson,,,,58,0.6,
Jóhann Berg Guðmundsson,374.49215894359713,,,8863,98.4,372.95000000000005
Jørgen Strand Larsen,374.307675020637,,,8468,94.0,463.625
Júlio Tavares,369.48002948170597,,,6857,76.2,315.09999999999997
Júnior Alonso,,,642.6415370219622,3317,36.9,493.0
Júnior Tavares,,,,184,2.0,
Jürgen Locadia,377.5864696587929,,,2543,28.3,401.55
Kaan Ayhan,,,605.6336108915932,7875,87.4,549.1
Kacper Koscierski,,,,7,0.1,
Kacper Potulski,,,,270,3.0,
Kacper Urbanski,262.51532136058603,326.5411261220639,,1718,19.1,97.55
Kadeem Harris,,,,375,4.2,
Kader Mangane,,,674.2639796666907,1718,19.1,453.3
Kader Meïté,559.1140042829929,,,1029,11.4,678.0
Kai Havertz,607.7556094100962,779.4726851989385,,17930,199.2,807.675
Kai Pröger,458.7762252825876,,,2079,23.1,513.8
Kaide Gordon,,,,9,0.1,
Kaiky,,,612.1491462060251,1104,12.3,651.0
Kaine Kesler-Hayden,,,,6,0.1,
Kaio Jorge,337.6235964471258,,,933,10.3,290.7
Kaishu Sano,,415.2522448598195,,4483,49.8,383.25
Kaj Sierhuis,194.1033789911499,,,962,10.6,46.8
Kalidou Koulibaly,,,686.8277784202064,14717,163.5,755.9666666666667
Kalidou Sidibé,,249.80298551351183,,1350,15.0,21.4
Kalifa Coulibaly,415.1783542918864,,,5539,61.6,431.425
Kalvin Phillips,,368.6747385110192,755.5120032612467,5963,66.1,648.8333333333334
Kamaldeen Sulemana,423.210194073999,,,4271,47.4,453.875
Kami Doyle,,,,7,0.1,
Kamil Glik,,,587.0166673174273,11486,127.6,346.175
Kamil Grosicki,,,,148,1.6,
Kamil Jóźwiak,267.10330134795186,,,571,6.3,92.3
Kamil Piątkowski,,,731.6816486776985,505,5.6,945.1
Kamory Doumbia,638.5755171263107,704.7936904166766,,4620,51.3,766.625
Kaoru Mitoma,483.9692872174591,,,7154,79.5,663.5
Kara Mbodji,,,652.3095772642673,506,5.6,510.0
Karamoko Cissé,,,,14,0.2,
Karamoko Dembélé,,,,195,2.2,
Kareem Tunde,,,,168,1.9,
Karim Adeyemi,617.4364044288284,,,4483,49.7,803.175
Karim Aribi,,,,294,3.3,
Karim Azamoum,,385.7425842085904,,2639,29.3,248.2
Karim Bellarabi,547.9358535774808,,,5193,57.6,689.9399999999999
Karim Benzema,760.1159382749188,,,15769,175.2,942.4833333333332
Karim Guédé,,,,60,0.7,
Karim Onisiwo,447.377986705244,,,11491,127.60000000000001,520.0333333333333
Karim Rekik,,,509.0473659231611,8562,95.2,249.54999999999998
Karim Zedadka,,,,20,0.2,
Karl Etta Eyong,533.6309018566476,,,1276,14.1,786.5
Karl Toko Ekambi,578.6737874531572,,,14147,157.1,764.1875
Karlan Grant,293.210426323222,,,2004,22.2,301.7
Karlo Lulić,,,,19,0.2,
Karol Fila,,,491.6720330520782,612,6.8,167.1
Karol Linetty,288.7352072600505,405.7687547861811,,14677,163.2,296.8625
Karol Mets,,,658.5739481246528,1617,18.0,749.6500000000001
Karol Świderski,418.9462498286029,,,504,5.6,482.4
Kasey McAteer,224.68395490230264,,,852,9.5,78.4
Kasey Palmer,,,,170,1.9,
Kasim Nuhu,,,646.2939266990053,2900,32.3,666.1333333333333
Kasper Dolberg,410.7679251144552,,,5907,65.7,416.0
Kassoum Ouattara,,,665.9481160177801,1771,19.7,679.0999999999999
Kastriot Dermaku,,,564.1996692575395,1160,12.9,394.5
Kayky Chagas,,,,7,0.1,
Kaylen Hinds,,,,90,1.0,
Kayne Ramsey,,,,180,2.0,
Kays Ruiz,,,,248,2.8,
Kazeem Olaigbe,,,,299,3.3,
Keagan Dolly,330.87371090454474,,,1569,17.4,294.8
Kean Bryan,,,555.7666622105328,1004,11.2,458.0
Keanan Bennetts,,,,50,0.6,
Keane Lewis-Potter,340.4833722647985,,377.5178619307851,5767,64.1,243.53333333333333
Keidi Bare,,430.69758880652427,,1984,22.1,445.45000000000005
Keinan Davis,337.22705934046786,,,3354,37.3,317.6333333333333
Keita Baldé,527.5931539697189,,,6284,69.9,627.3666666666667
Keita Endo,455.4858328486538,,,511,5.699999999999999,540.8
Keito Nakamura,419.52309548961216,,,4030,44.7,434.35
Keke Topp,,,,665,7.4,
Keko,295.1000675204685,,,2742,30.4,150.75
Kelechi Iheanacho,606.8673001759372,,,6981,77.5,794.9666666666667
Kelechi Nwakali,,,,141,1.6,
Kelland Watts,,,,17,0.2,
Kelvin Amian,,,516.1010894229913,17178,190.9,224.1
Kelvin Ofori,,,,37,0.4,
Kelvin Yeboah,194.90696105378933,,,1479,16.4,44.2
Kelyan Guessoum,,,541.7928483657997,1128,12.5,280.7
Ken Reichel,,,494.6440951916825,533,5.9,188.7
Ken Sema,382.05480007126374,361.13449609310777,466.1240345330389,4059,45.2,242.9666666666667
Kenan Karaman,374.21057926097546,,,4104,45.5,372.225
Kenan Kodro,138.40830449826993,,,1260,14.0,24.5
Kenan Yıldız,509.33035416549023,,,4925,54.8,591.4666666666667
Kendry Páez,,,,423,4.7,
Kenedy,468.54300114527973,446.46096100131183,,4770,53.0,538.125
Kenji-Van Boto,,,,180,2.0,
Kenneth Omeruo,,,607.2683741661865,4307,47.8,564.8499999999999
Kenneth Schmidt,,,,319,3.5999999999999996,
Kenneth Taylor,,,,89,1.0,
Kenneth Zohore,283.7361297113619,,,753,8.4,164.5
Kenny Lala,,,512.9520659862247,18160,201.79999999999998,212.6375
Kenny McLean,,331.91976630466854,,5674,63.1,195.7
Kenny Quetant,,,,95,1.1,
Kenny Tete,,,719.857557724278,11784,130.8,843.8625
Kerem Demirbay,,810.0508973552791,,10138,112.8,963.5166666666668
Kerim Calhanoglu,,,,359,4.0,
Kervin Arriaga,,361.0470388606497,,976,10.8,277.6
Keven Schlotterbeck,,,693.7055508440943,9846,109.5,806.3714285714286
Kevin,250.8162116521249,,,714,7.9,175.4
Kevin Agudelo,286.2742321765943,763.062757381643,,5454,60.6,356.375
Kevin Akpoguma,,,712.9895170270307,11647,129.6,801.175
Kevin Behrens,479.81504261001203,,,4082,45.300000000000004,592.05
Kevin Bonifazi,,,644.1764537540182,9192,101.9,689.08
Kevin Carlos,90.49267993337423,,,551,6.1,2.9
Kevin Danso,,,621.5938744793777,13813,153.6,556.2
Kevin De Bruyne,767.9855374654364,,,16943,188.3,911.9555555555556
Kevin Diks,,,666.9073960199477,1333,14.8,772.1
Kevin Goden,,,,273,3.0,
Kevin Kampl,,611.0805935173881,,12996,144.3,697.7375
Kevin Lasagna,397.8311330479567,,,12278,136.6,418.0571428571429
Kevin Long,,,607.5982573178323,3565,39.7,547.4
Kevin Martins,,,,183,2.0,
Kevin Mbabu,,,693.1850913395451,6920,76.8,835.575
Kevin McDonald,,259.4989165014798,,841,9.3,52.4
Kevin Mirallas,343.01766524096246,,,1437,15.9,289.5
Kevin Miranda,,,,14,0.2,
Kevin Möhwald,,514.0254570209579,,2856,31.7,588.2
Kevin Paredes,386.6993487438756,,,2114,23.6,415.5
Kevin Rüegg,,,,205,2.3,
Kevin Schade,441.88908521845207,,,6016,66.8,554.825
Kevin Sessa,,533.7355698014699,,1011,11.2,659.6
Kevin Spadanuda,155.76122954097423,,,1063,11.8,4.7
Kevin Strootman,,567.0200227910477,,9100,101.1,647.5166666666668
Kevin Stöger,512.4649124746392,759.993153926763,,11625,129.2,770.5142857142857
Kevin Vogt,,,541.299816832817,17440,193.9,324.51
Kevin Volland,601.420387364806,,,14702,163.4,765.6285714285714
Kevin Vázquez,,,610.269051439662,4582,50.800000000000004,643.625
Kevin Wimmer,,,723.3429676975575,3006,33.4,834.05
Kevin Zeroli,,,,435,4.8,
Kevin-Prince Boateng,286.61594429274544,344.3077732850691,,5296,58.9,202.98
Khaled Adénon,,,644.5670153546232,4915,54.7,411.1
Khalil Fayad,297.8378690452994,513.2084699168593,,2771,30.8,397.43333333333334
Khalis Merah,,370.04859220410543,,582,6.5,230.8
Khanya Leshabela,,,,10,0.1,
Khiry Shelton,,,,34,0.4,
Khouma Babacar,415.1677388575004,,,4108,45.6,445.775
Khvicha Kvaratskhelia,655.3164398200745,,,8036,89.3,870.96
Khéphren Thuram,,515.8046535136809,,12387,137.6,571.342857142857
Ki Sung-yueng,,438.98456486357367,,3316,36.9,456.54999999999995
Ki-Jana Hoever,,,556.4522659203419,3434,38.1,380.04999999999995
Kialonda,,,569.3790463106743,3763,41.8,461.54999999999995
Kieffer Moore,316.7881897169388,,,1387,15.399999999999999,270.6
Kieran Dowell,267.5170112867443,,,912,10.1,145.7
Kieran Gibbs,,,576.6977560451649,3636,40.4,433.7
Kieran Tierney,,,524.4866734348071,7495,83.3,378.2
Kieran Trippier,,,594.9215677809477,17634,195.9,571.8444444444444
Kiernan Dewsbury-Hall,522.9254203357148,605.5764701648457,,5932,65.9,773.2333333333332
Kieron Freeman,,,,7,0.1,
Kike Barja,378.8989821332773,,,4727,52.6,392.1333333333334
Kike Hermoso,,,,90,1.0,
Kike Pérez,463.15281020401574,468.66375369518784,,7343,81.60000000000001,535.2166666666667
Kike Salas,,,771.956524549502,4794,53.3,897.6333333333333
Kiko Femenía,,,607.6079836527368,14127,157.0,589.35
Kiko Olivas,,,572.5920536243325,6220,69.1,431.65
Kiké,351.5351075497892,,,16185,179.7,354.94444444444446
Kilian Fischer,,,602.2105470239618,3783,42.0,564.8666666666667
Kilian Jakob,,,,50,0.6,
Kilian Ludewig,,,441.2655854049631,520,5.8,78.9
Kiliann Sildillia,,,574.3033174867069,4753,52.9,485.8333333333333
Kim Jisoo,,,,30,0.3,
Kim Min-jae,,,676.0489532935701,7827,87.0,770.475
Kim Minsu,,,,22,0.2,
Kimberly Ezekwem,,,,8,0.1,
Kingsley Coman,602.9109255625265,,,10951,121.7,808.1125
Kingsley Ehizibue,,,586.0137712703654,9780,108.8,528.1714285714286
Kingsley Fobi,,,,45,0.5,
Kingsley Michael,,,,152,1.6,
Kingsley Schindler,231.75650184740496,,526.3755634722439,2286,25.4,194.55
Kingstone Mutandwa,,,,166,1.7999999999999998,
Kirian Rodríguez,,520.6388128424123,,4969,55.2,675.05
Kiril Despodov,,,,116,1.3,
Kjell-Arik Wätjen,,,,121,1.4,
Klaas-Jan Huntelaar,450.0984250329332,,,588,6.5,574.6
Klaus Gjasula,,,693.2972328910987,3643,40.4,714.2
Klauss,,,,51,0.6,
Ko Itakura,,,652.5227925862868,6367,70.7,743.6
Koba Koindredi,,,,196,2.2,
Kobbie Mainoo,,381.1834641264587,,3824,42.4,324.95
Koffi Djidji,,,687.6451460597016,11186,124.2,718.6999999999999
Koffi Kouao,,,614.9948532319905,2149,23.9,531.5999999999999
Koji Miyoshi,299.7414538704131,,,464,5.2,183.0
Kojo Peprah Oppong,,,607.2067793924334,1328,14.8,496.6
Koka,362.3574269410997,,,851,9.5,296.3
Koke,,602.559852034643,,21785,242.1,749.6444444444445
Koki Machida,,,,44,0.5,
Kolbeinn Sigþórsson,,,,25,0.3,
Komnen Andrić,337.21497912506123,,,1615,18.0,260.0
Konan N'dri,,,,598,6.6,
Koni De Winter,,,490.2099702644629,6186,68.7,233.45000000000002
Konrad De La Fuente,258.0254342291281,,,785,8.7,106.0
Konrad Laimer,265.37460269384013,675.6584451372911,581.4152497973963,12675,140.9,554.975
Konstantin Rausch,,,644.8579815616234,925,10.3,443.8
Konstantinos Koulierakis,,,660.0257476894715,3773,41.9,747.55
Konstantinos Mavropanos,,,741.6402814723469,11435,127.1,911.65
Koo Ja-cheol,,402.12452902203836,,3686,40.9,307.3
Koray Günter,,,649.4379815547439,9526,105.8,719.3000000000001
Kortney Hause,,,538.2166031571567,2572,28.6,396.0
Kosta Nedeljković,,,484.8916927856374,856,9.5,186.1
Kostas Manolas,,,573.5611423995663,9937,110.4,395.65999999999997
Kostas Mitroglou,605.1556927381291,,,1456,16.1,783.85
Kostas Stafylidis,,,691.5512798913306,4117,45.7,816.0
Kostas Tsimikas,,,568.0321430230748,3539,39.3,508.0
Kouadio-Yves Dabila,,,535.7486301483823,1726,19.2,129.6
Kouamé Botué,,,,229,2.5,
Kristian Pedersen,,,,276,3.1,
Kristian Thorstvedt,399.731729270086,496.32029661546176,,4611,51.2,509.0
Kristijan Bistrović,,276.28552695632163,,461,5.1,66.3
Kristijan Jakić,,385.6705828213495,641.8778668678685,7827,86.9,396.71999999999997
Kristjan Asllani,,486.24876641632056,,4849,53.8,522.08
Kristoffer Ajer,,,540.414810389446,7001,77.9,418.86
Kristoffer Askildsen,,302.89487894923053,610.2683756429401,1653,18.4,211.25
Kristoffer Lund,,,490.5207469741178,892,9.9,243.2
Krisztofer Horváth,,,,44,0.5,
Krzysztof Piątek,427.16145835949584,,,9908,110.1,482.57142857142856
Krépin Diatta,429.3320849608386,,659.1616014901325,5116,56.8,593.4
Kuki,,,,30,0.3,
Kurt Zouma,,,589.5725881946892,16778,186.3,528.6285714285715
Kwadwo Asamoah,,,531.6508629847076,5102,56.699999999999996,218.86666666666667
Kwasi Okyere Wriedt,,,,37,0.5,
Kwasi Sibo,,,482.9327045888807,562,6.2,100.0
Kwon Chang-hoon,432.64443156556825,,,3967,44.0,452.06666666666666
Kwon Hyeokkyu,,,525.5367512858803,753,8.4,150.0
Kyle Bartley,,,603.9766843803206,2819,31.3,644.2
Kyle Edwards,,,,118,1.3,
Kyle Naughton,,,840.6634513635836,3030,33.7,989.2
Kyle Walker,,,466.5565427610677,19796,219.9,188.88
Kyle Walker-Peters,,,571.7120653981652,13312,147.9,525.7666666666667
Kylian Mbappé,896.119351253284,,,20880,231.9,990.311111111111
Kyliane Dong,,,,213,2.4,
Kyllian Antonio,,,,139,1.5,
Kyogo Furuhashi,,,,123,1.4,
Kyriakos Papadopoulos,,,847.2698706759849,2610,29.0,982.4
Kévin Bérigaud,,,,271,3.0,
Kévin Danois,,591.2636947629903,,2786,30.9,704.3
Kévin Denkey,440.3343127558936,,,1127,12.5,485.85
Kévin Gameiro,449.333360701531,,,11224,124.8,549.7285714285714
Kévin Keben Biakolo,,,478.9577184027524,883,9.8,135.4
Kévin Malcuit,,,702.247493328247,4406,49.0,672.3
Kévin Monnet-Paquet,204.51485279811226,,542.4326062281641,3809,42.4,137.16666666666666
Kévin N'Doram,,309.4259181684879,,5708,63.4,102.85
Kévin Pedro,,,,10,0.1,
Kévin Rimane,,,,12,0.2,
Kévin Rodrigues,,,620.6627215432039,5586,62.2,562.3
Kévin Soni,,,,101,1.1,
Kévin Théophile-Catherine,,,597.2815676530162,2165,24.1,220.6
Kévin Van Den Kerkhof,196.03663026895924,,,1913,21.3,26.4
Kévin Zohi,324.1434889208673,,,1593,17.7,203.25
Kōta Takai,,,,19,0.2,
Lacina Traoré,229.37687971850457,,,779,8.7,94.5
Ladislav Krejčí,,,500.9014736929264,6522,72.4,296.95
Lago Junior,217.11378286071584,,,2417,26.900000000000002,68.8
Lamare Bogarde,,,406.6835312316841,916,10.2,76.0
Lameck Banda,325.0197287909241,,,4325,48.099999999999994,284.3
Lamine Camara,,766.2072785189326,,4913,54.6,897.5
Lamine Fomba,,341.7312449025235,,3765,41.9,186.1
Lamine Ghezali,,,,44,0.5,
Lamine Gueye,377.7042747748886,,,2009,22.4,332.55
Lamine Koné,,,503.07509890325764,4667,51.9,169.33333333333334
Lamine Sané,,,768.2402215356694,786,8.7,879.6
Lamine Sy,,,734.0929261767469,491,5.5,870.7
Lamine Yamal,606.7381677256186,,,6324,70.3,804.4
Lancinet Kourouma,,,,43,0.5,
Landry Dimata,150.15128060793694,,,1443,16.0,26.45
Lanroy Machine,,,,194,2.2,
Largie Ramazani,399.7356210392155,,,3146,35.0,452.20000000000005
Larra,,,,250,2.8,
Lars Bender,,666.4473205352381,750.9569234441791,5265,58.5,898.65
